,Title,Content
10,[Investing in Education and Optimising  Human Capital],"[""72.The importance of education is beyond question. Investing in education enhances the knowledge of both individuals and the community at large. Through skills training, people can acquire the tools for self-reliance to improve their livelihood and realise their goals. For the community as a whole, a diverse pool of talent can promote social mobility and sharpen competitiveness, providing a long-term economic driver. I shall now put forward measures to invest in education and optimise Hong Kong's overall manpower structure.""]"
11,[Developing Human Capital],"['73.Estimated recurrent expenditure on education for 2013-14 is $63 billion, which is more than one-fifth of recurrent government expenditure. It is the biggest expenditure area amongst different policy area groups.', '74.A quality teaching force is the key to the quality of education. I propose to inject an additional $480 million into the HKSAR Government Scholarship Fund (GSF) to set up scholarships for outstanding local students to take degree courses or teacher training programmes in prestigious overseas universities. I expect that about 20 scholarships will be awarded each year. Students who receive the awards must undertake to teach in Hong Kong upon graduation for at least two years or a period equivalent to the duration of receiving the scholarships.', '75.Hong Kong is an international city. Our people should possess good language proficiency. The Language Fund set up in 1994 provides financial support for projects and activities aimed at promoting bi-literacy and tri-lingualism among our people, including programmes to support non-Chinese speaking students in learning Chinese. I propose to inject $5 billion into the Language Fund to facilitate its longer term planning.', '76.In the 2011-12 academic year, nearly 500 students with special education needs (SEN) enrolled in local full-time accredited sub-degree and degree programmes. As compared with their peers, students with SEN encounter more difficulties in learning and have to apply themselves more diligently. I propose to make two separate injections of $20 million each, bringing the total to $40 million, into the GSF and Self-financing Post-secondary Education Fund to establish scholarships to give recognition to deserving tertiary students with SEN in the pursuit of academic and other excellence. I expect that about 100 students will be awarded scholarships every year. I also propose to allocate $12 million to the Vocational Training Council each year to purchase equipment and learning aids for students with SEN, providing them with psychological and student counselling services, and enhancing the support for teaching and learning.']"
12,[Promoting Career Progression],"['77.Vocational and academic qualifications are equally important for personal development. The Government launched the Qualifications Framework (QF) in 2008, embracing qualifications in the academic, vocational and continuing education sectors and establishing flexible learning pathways with multiple entry and exit points. Industry Training Advisory Committees (ITACs) are set up under the QF to develop the Specifications of Competency Standards (SCSs), and to promote and implement the QF within the industry. The QF also provides a platform to facilitate the development of diverse pathways for career progression, and practitioners can receive recognition at various levels based on their prior practice and experience.', '78.To further enhance the knowledge and skills of workers in the industries, and their competitiveness in the labour market, I propose to allocate $10 million per year to support ITACs to launch new initiatives. These include: ', 'So far, 19 industries have set up their ITACs, covering 46 per cent of the local workforce.', 'introducing award schemes for outstanding practitioners to engage in learning activities in different places around the world; ', 'designing SCS-based training programmes and package that meet the needs of the industries; and ', 'stepping up promotion and publicity of the QF for its wider acceptance among all sectors.']"
13,[Enhancing Vocational Training],"[""79.The sustained development of all sectors hinges on quality workers. Some sectors, including the construction, retail and catering industries, have experienced labour shortage in recent years. Members of these sectors have urged the Government to follow other countries' example and allow large-scale labour importation. In my opinion, the shortage problem facing some sectors is caused by the surge in labour demand arising from their rapid development, coupled with the fact that a labour mismatch does exist in the labour market."", ""80.Hong Kong's economic growth has been driven by economic upgrading and restructuring for many decades. We have a flexible labour market where the quality of labour keeps improving to meet the needs of a changing economic structure. We should first consider how to provide more suitable training programmes and complementary measures to channel more workers to these sectors. This is to make good use of local labour to enhance the productivity of the whole community. No doubt, local workers should be given priority for quality employment opportunities in all sectors. However, I understand that there may be transitional labour shortages for some jobs in certain sectors, or even longer-term shortages in a number of obnoxious trades. The Government will follow its existing policy and mechanisms in dealing with labour importation."", '81.A long-term labour shortage will hinder the development of industries, affect the employment market and even dampen our economic vibrancy. We must find the right match between the industries and the workforce. Trade associations and stakeholders of some industries have been forthcoming with proposals to improve training and labour supply for their respective industries. A feasible option for attracting new blood into the industries is to develop structured training programmes that link up enrolment of trainees, vocational training, job attachment and job matching. Such training programmes should be coupled with appropriate subsidies as incentives, and effective publicity. These will allow more young people and their families to have a better understanding of the industries concerned.', '82.Take the construction industry as an example. The efforts on training made by the industry in recent years have begun to produce results. The industry\'s co-ordinating body, the Construction Industry Council (CIC) has all along been striving to enhance training for the construction workforce. I allocated a total of $320 million in 2010 and 2012 to support the CIC\'s labour training, which includes granting subsidies to contractors to employ trainees on a ""first-hire-then-train"" basis to enable them to gain actual work experience on construction sites. Training allowances are provided for those trades facing labour shortages to attract new entrants. More than 2 000 training places have been provided by the CIC so far, and about 60 per cent of the trainees are aged below 35. We shall also step up our promotion efforts to attract ethnic minorities to join the industry.', '  83.Thanks to the systematic labour training provided by the CIC and the rollout of major infrastructure projects in the past decade, the employment situation of the construction industry has improved notably. The unemployment rate dropped substantially from the post-financial tsunami 12.8 per cent to the latest 5.1 per cent, and the average median monthly income has increased steadily to $13,000. Some of the trades have even seen an appreciable increase in the income of their workers. I encourage other industries in keen demand for labour to follow the example of the construction industry in launching systematic training plans and initiatives to bring in more new recruits.', ""84.As elaborated by the Chief Executive in his Policy Address, further enhancing Hong Kong's status as an international shipping centre is one of the Government's priorities. The shipping industry offers plenty of quality job opportunities with promising prospects. The shipping companies registered in Hong Kong own and manage a total of about 2 000 merchant ships, which make up ten per cent of the world's merchant fleet. There are about 700 shipping-related companies in Hong Kong, offering a wide range of services such as shipping management, agency, finance, legal services and arbitration, and a large number of jobs. At present, the Hong Kong International Airport offers more than 60 000 jobs."", '85.To support training for the local shipping and aviation industry, I propose to designate $100 million to establish a training fund for maritime and aviation transport, so as to sustain and expand various schemes and scholarships, and to implement other new initiatives. This will help attract young people to enrol in related skills training and degree programmes and join the industry upon graduation, providing a wealth of vibrant and competitive talent for the industry.', '86.The retail industry accounts for about four per cent of GDP and employs over 300 000 people. While the robust development of tourism should mean more business opportunities, the retail industry suffers from an increasing shortage of labour, with the current vacancy rate standing at over three per cent. Difficulties in retaining and recruiting quality people have an imminent impact on the service quality of the industry, and may adversely affect economic development. To facilitate its healthy growth in the long term, I shall set up a task force on labour development in the retail industry. Led by the Commerce and Economic Development Bureau, the task force will pool the efforts of the Government, the industry and relevant organisations. It will study the economic outlook of the industry and its labour demand and supply. The task force will complete its work within this year and put forward appropriate and concrete recommendations.']"
14,[Funding the Employees Retraining Board],"['87.Over the years, the Employees Retraining Board (ERB) has strived to improve the employability of local workers. Through a variety of courses under the Manpower Development Scheme, the ERB offers placement-tied courses for the unemployed and job seekers, and courses which assist employees to enhance their skills, making it easier for them to move up the job ladder in various trades. In 2013-14, the ERB will offer 130 000 training places. Resources have also been reserved to provide an additional 40 000 places to meet the demand from training providers for increasing or redeploying places.', '88.Levy on employers of foreign domestic helpers is the major financial source of the ERB. In his Policy Address, the Chief Executive announced the abolition of the levy. We have to provide sustained and stable financial support for the ERB so that it can continue to enhance the productivity of local workers. I propose to inject $15 billion into the ERB to provide it with long-term support.']"
15,[Investing in Infrastructure],"['89.To foster economic development and enhance the quality of life of our people, we shall continue to plan and take forward infrastructure projects. The estimated capital works expenditure for 2013-14 exceeds $70 billion. By late March 2013, our total commitments for capital projects are expected to be over $310 billion.', ""90.As for traffic infrastructure, the construction of five new railway lines is now under way. Our railway network will extend to Sai Ying Pun and Kennedy Town in 2014, and further to Wong Chuk Hang and Ap Lei Chau, as well as Ho Man Tin and Whampoa in 2015. The construction of the Shatin to Central Link, a railway that traverses the territory, has commenced and will be completed in phases in 2018 and 2020. Upon completion, our railway network will cover an area within which over 70 per cent of Hong Kong's population lives."", '91.Major road projects include the Central-Wan Chai Bypass and Island Eastern Corridor Link. Upon completion in 2017, the existing traffic congestion from Central to Wan Chai and the adjoining areas will be alleviated. We shall seek funding approval for the detailed design of a second tunnel linking Tseung Kwan O and urban Kowloon. We also plan to commence construction of the Tuen Mun-Chek Lap Kok Link within this year. The Southern Connection will be commissioned first to tie in with the opening of the Hong Kong-Zhuhai-Macao Bridge in 2016, followed by the Northern Connection.', '92.As for healthcare, the construction of the North Lantau Hospital was completed in late 2012 and the hospital will come into operation in phases this year. The expansion of Tseung Kwan O Hospital and the phase two redevelopment of Caritas Medical Centre will also be completed in 2013 and 2014 respectively. We are preparing for the redevelopment of Queen Mary Hospital, Kwong Wah Hospital and United Christian Hospital. The estimated costs will be as high as $25 billion. In addition, we plan to use $20 billion for the construction and refurbishment of several public hospitals and clinics, including the construction of Tin Shui Wai Hospital and the Centre of Excellence in Paediatrics, the refurbishment of Hong Kong Buddhist Hospital as well as the reprovisioning of the Yau Ma Tei Specialist Clinic.', '93.The Government will continue to provide various sports facilities for the public. The new indoor heated pool complex at Victoria Park is expected to come into operation in the third quarter of this year. We shall seek funding approval for the construction of an indoor stadium with a heated pool in Tsing Yi. Upon completion of the project, there will be 25 heated pools for public use in Hong Kong.', '94.Construction works of the velodrome in Tseung Kwan O will be completed in the second half of this year. We are also taking forward in phases the development of a cycle track network connecting the East and West New Territories. The construction of the Ma On Shan-Sheung Shui section is expected to complete by end-2013. We plan to seek funding approval this year to construct part of the Sheung Shui-Yuen Long section.', '95.We shall continue to invest in environmental infrastructure to improve our environment. On water quality, we have completed the Harbour Area Treatment Scheme Stage 1, and there has been significant improvement in the overall water quality of Victoria Harbour. Stage 2A of the Scheme, a $17.6 billion project, is scheduled for completion in 2014. To further reduce waste at source, we are pressing ahead with the first phase development of the organic waste treatment facilities in Siu Ho Wan, Lantau. Scheduled for commissioning in 2016, the facilities will convert food waste into energy and compost products. We have also earmarked $500 million to set up waste electrical and electronic equipment processing facilities as well as five community green stations to encourage public participation in waste reduction and recycling.', '96.Fresh water resources in the Mainland are limited, and the demand for Dongjiang water in Guangdong Province is on the rise. In face of scarce resources, we must encourage our people through public education to save water, and explore new water sources so as to ensure sustainable supply for Hong Kong amid climate change and population growth.', ""97.Last year, we started a detailed planning and investigation study, including an assessment of the feasibility and cost-effectiveness, for the construction of a desalination plant on a reserved site in Tseung Kwan O, with a view to tapping sea water as a water source. Although the anticipated output capacity of the desalination plant will only account for five to ten per cent of Hong Kong's total water consumption, we hope that as technology advances and costs go down in the future, seawater desalination can serve as another water supply source and help reduce our reliance on other water sources in the long term."", '98.With the major infrastructure projects entering their construction peaks, it is estimated that capital works expenditure will increase to over $70 billion for each of the next few years, far exceeding the average annual expenditure of about $40 billion in the past five years. These large infrastructure projects create a large number of jobs which are particularly crucial in times of uncertain economic outlook.']"
16,[Stabilising Land Supply],"['99.The Chief Executive detailed in his Policy Address specific measures to increase land and housing supply. I shall continue with my co-ordination work to expand the land reserve as in the past two years. I shall also allocate additional resources to the relevant departments to increase their manpower in order to speed up land supply. I shall allocate $4.5 billion in the coming five years to carry out studies and design work and progressively roll out the land development projects relating to reclamation outside Victoria Harbour on an appropriate scale, opening up of new development areas and the development of caverns.']"
17,[Increasing Residential Land],"[""100.Regarding land supply for private housing, the Government's aim is to maintain on average the provision of land for building about 20 000 residential units each year. The Government will continue to increase land supply in the coming year. In the 2013-14 Land Sale Programme, we shall include 46 residential sites, which is capable of providing about 13 600 units in total. Amongst these sites, 28 are new sites. We shall continue the practice of announcing government-initiated land sale arrangements in advance on a quarterly basis, and exercise flexibility in supplying housing land in the light of market demand. In the coming year, all the major sources of land supply for private housing together, which include the Government's Land Sale Programme, railway property development projects, projects of the Urban Renewal Authority, and lease modifications/land exchanges or other private developments, will provide land capable of building some 25 800 private residential flats. The Secretary for Development will announce the Land Sale Programme for the coming year tomorrow."", '101.On public housing, we have provided the Housing Authority with adequate land to build 79 000 public rental housing flats within five years from 2012-13, and about 17 000 Home Ownership Scheme flats within four years from 2016-17.', 'Supply of Private Residential Flats in Short Term', '102.I announced two demand-side management measures last Friday in a bid to cool down the overheated property market. I will not repeat the details of the measures today. Increasing supply is the key to solving the housing problem. In the next three to four years, it is estimated that a total of 67 000 first-hand units would come onto the private residential property market, the highest since September 2007. These include 4 000 unsold units in completed projects, 48 000 unsold units under construction, and 15 000 units to be constructed on disposed sites.', '103.As for the supply of private residential flats in 2013, I estimate that 24 000 first-hand units can be offered for sale this year, including 12 000 uncompleted units, for which we are speeding up the processing of their pre-sale consent applications, 8 000 uncompleted units ready for pre-sale and 4 000 unsold units in completed projects.', '104.Developers usually adjust the pace of sales according to market appetite, and may not put all the 24 000 flats on the market this year. However, we are sure that the supply of first-hand units has seen a rebound. As the external economic environment remains volatile, I would like to remind people once again that interest rates are susceptible to various external factors and will resume an upturn cycle in the future. Before making a home purchase decision, people should assess their ability to afford the property, particularly whether family income can support mortgage payments if mortgage rates are to revert to a normal level.']"
18,[Increasing Commercial Land],"['105.Apart from housing land, the Government is also committed to increasing the supply of commercial land to provide room for further development of different economic activities in Hong Kong. Rentals of Grade A offices started to drop last year. This had much to do with the external slowdown and uncertain outlook. The 2013-14 Land Sale Programme will include nine sites for commercial/business use and one ""hotel only"" site, providing a total floor area of about 330 000 square metres and some 300 hotel rooms respectively.', '106.We shall expedite the development of the Kowloon East core business district. Upon completion, it will be able to provide an office floor area of four million square metres. In addition, we are considering speeding up the release of two clusters of government sites for commercial development in Kowloon East, including assessing the feasibility of relocating the government facilities there. The two clusters of sites will provide a floor area of 500 000 square metres. We shall also discuss with the AA ways to accelerate the development of the North Commercial District on Chek Lap Kok Airport Island.', '107.There is a huge demand for office space in the Central Business District (CBD) in Central. We shall continue to relocate government departments from the CBD to release more office space to the market. The relocation of the Independent Commission Against Corruption to North Point has freed a prime site at Murray Road. Upon completion of the zoning procedures, the site can provide some 40 000 square metres of Grade A office space. The completion of the new Trade and Industry Tower at the Kai Tak Development Area by end-2014 will release more than 18 000 square metres of floor area in the Trade and Industry Department Tower in Mong Kok for commercial use.', '108.The Department of Justice plans to relocate to the old Central Government Offices in 2015, vacating its offices in Queensway Government Offices for use by other government departments currently occupying commercial office premises in Central and Admiralty. This will release office space in the districts to the market. By then, the floor area of our leased office space in Central and Admiralty will reduce from the present level of over 2 700 square metres to less than 230 square metres.', '109.We are now proceeding with the relocation of departments in the three government office buildings at the Wan Chai waterfront. This is a large-scale project, involving 29 departments and more than 10 000 staff. Upon the relocation in phases of government departments to the new government office buildings in West Kowloon, Kai Tak and Tseung Kwan O, we shall rent out the floor space released to increase the supply of Grade A offices in Wan Chai. We shall put up the three government office buildings in Wan Chai for sale in due course, which is expected to provide a floor area of 175 000 square metres.']"
19,[Caring for People's Livelihood],"[""110.Social welfare, education and medical services are the major spenders of public resources. In 2013-14, estimated recurrent expenditure in these three areas will approach $170 billion, or 60 per cent of recurrent government expenditure. This is an increase of $55.1 billion, or 50 per cent, compared with 2007-08. I have already covered the Government's plans to invest in education and optimise human capital. I shall now focus on the major initiatives in social welfare, healthcare services and environmental protection.""]"
20,[Enhancing Social Welfare],"[""111.We have been investing heavily in regular welfare programmes and services, covering major areas such as the provision of social security assistance, support for the elderly, persons with disabilities, families, children and young people, and the promotion of women's interests. In 2013-14, our recurrent expenditure on social welfare is estimated to reach $56 billion, an increase of 31 per cent over that for last year."", 'Elderly Services', '112.The elderly are the major beneficiaries of social security payments. To enhance the quality of life for elderly people aged 65 or above who are in need of financial support, we shall start making payments for the Old Age Living Allowance this April. The new allowance, involving an additional allocation of about $8.3 billion Note1  in 2013-14, is expected to benefit more than 400 000 elderly people.', '113.On elderly care services, the five new or improved measures coming on stream in 2013-14 include:', 'Rehabilitation Services for Persons with Disabilities', '114.Recurrent expenditure on rehabilitation services for persons with disabilities in the coming year will reach $4.4 billion. New services will be introduced in 2013-14 in the following five areas:', 'Note 1', 'The additional allocation covers the allowance payments fromDecember last year to March this year.', 'allocating $380 million from the Lotteries Fund to launch the first phase of the Pilot Scheme on Community Care Service Voucher for the Elderly this September. By adopting the ""money follows the user"" approach in the provision of assistance, eligible elderly people under the Pilot Scheme can choose the community care services that suit their individual needs;', 'allocating additional recurrent funding of $9 million to add 100 day care places and extend the service hours of new day care centres and units for the elderly;', 'increasing recurrent funding by $73 million for the additional provision of some 600 subsidised residential care places for the elderly through the construction of three contract residential care homes for the elderly (RCHEs), purchase of additional EA1 places under the Enhanced Bought Places Scheme and making better use of space in subvented homes. Together with those subsidised residential care places with funding earmarked earlier, 2 300 additional subsidised residential care places will be provided from 2012-13 to 2015-16;', 'allocating additional recurrent funding of $164 million to increase the subvention for 7 000 residential care places with continuum of care by ten per cent, so that RCHEs can provide more targeted services for the elderly, and to upgrade 7 850 ordinary residential care places in subvented RCHEs to places with continuum of care; and', 'allocating $160 million in the five-year period from 2013-14 for the Social Welfare Department to organise ten more classes of two-year full-time Enrolled Nurse Training Programmes for the welfare sector to cope with the expansion of residential care services. The Programmes will provide more than 1 200 training places to augment the enrolled nurses supply to meet manpower demand in the welfare sector.', 'allocating additional recurrent funding of $35.6 million to strengthen the care and training for persons with disabilities by providing 145 new places each for residential and day training services;', 'allocating additional recurrent funding of $67.9 million to increase the manpower of residential care homes and day training centres for persons with disabilities to meet the needs of ageing service users;', 'allocating additional recurrent funding of $203 million to regularise the home care service for persons with severe disabilities and extend the home-based care services to all districts to cover persons with severe disabilities who are living in the community, regardless of whether they are on the waiting lists for places in subsidised residential care homes;', 'allocating additional recurrent funding of $4.8 million to enhance vocational rehabilitation services and employment support by increasing the job attachment allowance and wage subsidy under the ""On the Job Training Programme for People with Disabilities"" and the ""Sunnyway - On the Job Training Programme for Young People with Disabilities""; and', 'allocating an additional funding of $5.9 million to acquire six additional buses, thereby increasing the fleet size of Rehabus to 135, to better meet the special transport needs of persons with disabilities.']"
21,[Supporting Poverty Alleviation],"[""115.The Community Care Fund was established by the Government in early 2011. With the Government's $5 billion injection into the Fund and donations from the business sector, the Fund has launched a total of 18 programmes to offer appropriate time-limited assistance to over 100 000 people in need, including those not covered by the Government's safety net."", ""116.I propose to inject an additional $15 billion into the Fund. This, together with the original $5 billion government injection, is expected to generate an annual investment return of over $1 billion. I believe that the Commission on Poverty (CoP) will make effective use of this injection to renew its efforts to alleviate poverty by plugging the gaps in the existing system, and continue to implement and enhance those programmes that have proved to be effective but have yet to be incorporated into the Government's regular assistance and service programmes. It will also introduce new assistance programmes or pioneer projects.""]"
22,[Enhancing Mandatory Provident Fund System],"[""117.The Mandatory Provident Fund (MPF), which has been in place for 12 years, is one of the three pillars of the existing retirement protection system. We are now working with the Mandatory Provident Fund Schemes Authority (MPFA) on short, medium and long-term fee reduction measures. They include promoting electronic platforms, consolidating employees' accounts, and rationalising the types and numbers of MPF funds in order to reduce the administration costs. Meanwhile, we aim to cut down the fees and charges by maximising market forces. The MPFA is preparing proposals regarding the implementation of a cap on MPF fees that will be introduced in case of market failure. We intend to consult the public within this year."", '118.In the past few months, there have been considerable discussions on retirement protection. The Social Security and Retirement Protection Task Force under the CoP will study this complicated issue in depth. I hope that the community will explore the issue in a rational, pragmatic and prudent manner and with due regard to the sustainability of public finances and the possible financial pressure on our future generations.']"
23,[Reinforcing Healthcare Services],"['119.The recurrent expenditure on medical and health services for 2013-14 will reach $49 billion, an increase of $2.7 billion over 2012-13. The bulk of the additional funding is for new recurrent allocation to the Hospital Authority (HA) to enhance and expand appropriate public medical services.', '120.To cope with the ever-increasing demand for medical services, the HA will add 290 acute patient beds and convalescent beds, and increase the quota at general out-patient clinics for patients with episodic diseases in the coming year. The HA will also refine the waiting list management of specialist out-patient clinics to shorten the waiting time for such services. On elderly medical services, the HA will strengthen the treatment of degenerative diseases to meet the service demands of an ageing population.', ""121.The Government is committed to promoting mental health and has in recent years introduced various initiatives to enhance community support for mental patients with a view to facilitating their rehabilitation and reintegration into the community. To enhance community support for patients with severe mental illness, the HA launched the Case Management Programme in April 2010, which now covers 12 districts. Since its launch, the Programme has provided intensive and personalised community support for over 11 000 mental patients. The HA will roll out the Programme to three more districts in 2013-14 and achieve full coverage in the coming two years. Additional funding of $12.5 million will be allocated to the Social Welfare Department to increase the staff resources of the Integrated Community Centres for Mental Wellness to dovetail with the HA's Programme. Also, we plan to use $8 billion to redevelop Kwai Chung Hospital to strengthen care and support for mental patients."", ""122.In the next financial year, we shall allocate an additional $44 million to include in the HA Drug Formulary two chemotherapeutic drugs for cancer treatment and expand the application of two special drugs for patients with advanced Parkinson's disease and cancer. Following the injection of $10 billion into the Samaritan Fund by the Government last year, the financial assessment criteria for drug subsidies were relaxed last September to benefit more patients in need.""]"
24,[Promoting Environmental Protection and  Conservation],"['123.Environmental protection and conservation is one of the major policy areas in the Policy Address. Improving the environment is vital to the sustainable development of Hong Kong, for which we need the shared commitment of both the community and the Government. Our next priority will be to improve roadside air quality.', '124.In his Policy Address, the Chief Executive proposed setting aside $10 billion as subsidies, coupled with regulatory measures, to progressively phase out heavily polluting pre-Euro IV diesel commercial vehicles. I have already earmarked resources for this proposal on which the Environment Bureau is now consulting this Council, the relevant transport trades and other stakeholders.', '125.The Chief Executive also proposed in his Policy Address to inject $5 billion into the Environment and Conservation Fund to provide support for green projects initiated by the community. I have made a provision for the Fund to further enhance public awareness of environmental protection, conduct related scientific research, and encourage public participation in environmental protection activities.']"
25,[Easing Pressure and Stimulating Economic  Growth],"['126.During the Budget consultation, political parties and members of the public made many suggestions on relief and concessionary measures. They have diverse views on whether we should continue the one-off relief measures implemented in recent years. I understand that members of the public, especially the grass roots, hope that the Government will help ease the heavy burden and pressure on them. Some, however, opined that one-off hand-outs are undesirable as resources should be expended to implement appropriate policies to provide recurrent support to the needy. I must stress that the allocation of resources by the Government is based on the principle of ""policy leads and financial resources follow"". For one-off measures or otherwise, the use of all government expenditure should be strictly subject to the same principle of fiscal prudence. We must commit our resources only when justified and needed. Every dollar should be spent on appropriate measures, and not squandered.', ""127.One-off measures, from a micro perspective, can help ease the community's burden, and are counter-cyclical from a macro perspective for coping with short-term economic fluctuations, maintaining spending power and supporting the employment market. The measures I proposed in last year's Budget had a stimulus effect on GDP that helped maintain local economic growth and a low unemployment rate. In the year ahead, having regard to the uncertain external outlook and the risk of rising inflation caused by quantitative easing measures in various countries, I consider that we still have to introduce some stimulus measures."", ""128.I have also been listening to the voices of people from the middle class. They have expressed to me the heavy burden they have to bear in coping with expenses on rent, medical care, support for their parents, children's education, etc. They hope that I would consider specific tax measures for them. I agree that middle-class families should be given some support. However, as one may appreciate, it is impracticable for the Government to respond to each and every demand. The Government must take into account its overall financial commitments and the fairness of resource allocation. I am inclined to adopt a simple and direct approach through one-off tax reduction and increase in tax allowance as a response to the various aspirations of the middle class."", '129.Many business chambers and SMEs have also told me that increase in rentals and other costs have posed difficulties to the operation of enterprises. They proposed that the Government should introduce relief measures, including lowering the profits tax rate for SMEs with profits below a particular level. I have given due consideration to their proposals. Profits tax revenue is now sourced from a handful of enterprises while nearly 90 per cent of companies do not have to pay tax. There will be practical difficulty in applying different tax rates to those tax-paying enterprises, and this will complicate our simple tax regime. The low profit-making enterprises will not benefit much as a result. Having regard to the implications of the tax proposals on individual enterprises, our tax base and tax revenue, I am inclined to adopt a simple and direct approach through one-off tax reduction to meet the aspirations of our business sector.', '130.I propose the following one-off measures:', ""131.To alleviate people's burden in raising their children and to encourage self-education and lifelong learning, I propose:"", '132.In the face of the unstable external economic environment and increasing operating costs, apart from the six support measures for SMEs that were mentioned earlier, I propose the following two one-off measures to help our enterprises:', 'The above 11 relief measures, involving $33billion, should be able to help ease the pressure on our middle class, grass roots and SMEs.', 'Note 2', 'Comprehensive Social SecurityAssistance recipients who do not have to bear ratesand public housing rents will not obtain any pecuniary advantage from the twomeasures of waiving rates and paying rents for public housing tenants.', 'Note 3', 'See Note 2.', 'waiving rates for 2013-14 Note2, subject to a ceiling of $1,500 per quarter for each rateable property. It is estimated that around 75 per cent of properties will be subject to no rates in the year. This proposal will cost the Government $11.6 billion;', ""reducing salaries tax and tax under personal assessment for 2012-13 by 75 per cent, subject to a ceiling of $10,000. The reduction, benefiting 1.53 million taxpayers in the territory, will be reflected in the taxpayers' final tax payable for 2012-13. This measure will cost the Government $8.4 billion;"", 'granting each residential electricity account a subsidy of $1,800. This will cost the Government $4.5 billion;', 'providing an extra allowance to Comprehensive Social Security Assistance (CSSA) recipients, equal to one month of the standard rate CSSA payments; and an extra allowance to Old Age Allowance, Old Age Living Allowance and Disability Allowance recipients, equal to one month of the allowances. This will involve an additional expenditure of $2.7 billion;', ""paying two months' rent for public housing tenants Note3. The Government will pay two months' base rent for tenants who are required to pay extra rent to the Hong Kong Housing Authority. For non-elderly tenants of the Hong Kong Housing Society's Group B estates, the Government will pay two-thirds of their rent for two months. This measure will involve an expenditure of $2.2 billion;"", ""I extended and improved short-term food assistance services through the additional funding of $100 million made in my last Budget. The Labour and Welfare Bureau will seek this Council's approval for the provision in the next financial year. When necessary, the Government will allocate another $100 million for the services; and"", 'giving all student loan borrowers who complete their studies in 2013 the option to start repaying their student loans one year after completion of studies. This will alleviate the financial burden of fresh graduates.', 'increasing the basic and additional child allowances from the current $63,000 to $70,000 for each child. After the adjustment, the allowance for babies born in 2013-14 will be $140,000 for the year. This measure will benefit 300 000 taxpayers, estimated to cost the Government $410 million a year; and', 'raising the deduction ceiling for self-education expenses from $60,000 to $80,000. This measure will benefit 6 000 taxpayers, estimated to cost the Government $10 million a year.', 'waiving the business registration fees for 2013-14 to benefit 1.2 million business operators. This proposal will cost the Government $2.1 billion; and', ""reducing profits tax for 2012-13 by 75 per cent, subject to a ceiling of $10,000. The reduction will be reflected in the taxpayers' final tax payable for 2012-13. This proposal will benefit 119 000 taxpayers who are liable to profits tax, costing the Government $1 billion.""]"
