,Title,Content
10,[Social Enterprises],"['49.With the relentless and concerted efforts of Government and various sectors over the years, local social enterprises have attained solid growth. Their scope of services and target clients have become more diversified, earning wider recognition from the community. Apart from creating job opportunities, social enterprises also engage people from different sectors to serve the community. For instance, there are social enterprises renting domestic units to single-parent families with imminent housing need as co-tenants at below-market rates, offering barrier-free taxi services to wheelchair users, and operating restaurants to create jobs for women living in the same district.', '50.Since the launch of the Enhancing Self-Reliance Through District Partnership Programme (ESR Programme) in 2006, the Home Affairs Department has so far allocated a total of $180 million for the establishment of 161 social enterprises, which created 2 600 job opportunities. Eighty per cent of these social enterprises have become self-sustaining after the funding period.', '51.I shall earmark $150 million to roll out a new phase of the ESR Programme from 2016-17 to 2019-20, under which enhancement measures will be implemented to benefit more types of social enterprises and encourage greater participation of the commercial sector in the development of social enterprises.']"
11,[Cultural and Creative Industries],"['52.Government has been working closely with the cultural and creative industries to promote their development, with a view to creating an atmosphere that inspires creativity, and expanding the local market as well as exploring outside markets.', '53.I shall inject an additional $400 million into the CreateSmart Initiative to support different sectors of the creative industries. Efforts will be made to assist them to participate in and organise exhibitions and fairs, provide talented people with training programmes and subsidised overseas exchanges and internships so as to afford them opportunities to realise their potential.']"
12,[Fashion Industry],"[""54.Hong Kong's textiles and clothing industry has a solid foundation. Many famous fashion designers have had spectacular success in creating their own brands. The trade has been dedicated to grooming and nurturing talent. An organisation offers co-working space in an industrial building for promising fashion designers and introduces their designs to international markets. A long-established spinning mill plans to revitalise its old factory into an incubation centre for fashion designers and other related facilities. Promoting collaboration between fashion design and the clothing industry to move them up the value ladder will enable them to generate greater economic benefits."", ""55.I agree with the recommendations of the Economic Development Commission on promoting the development of the fashion industry. I shall consolidate the existing resources and invest new resources, totalling $500 million, to launch a series of measures on a pilot basis in the next three years. These include promoting Hong Kong's fashion designers and brands through improving local fashion events and participating in those held overseas, rolling out an incubation programme for up-and-coming fashion design start-ups, providing fashion design graduates with overseas internships and study opportunities, and subsidising participation in international competitions and exhibitions. We shall also set up an advisory body for the trade to advise on and co-ordinate the implementation of these measures.""]"
13,[Film Industry],"['56.The film industry has long been a key element of Hong Kong\'s creative industries. The vast Mainland market presents local filmmakers with unprecedented opportunities and big challenges. In recent years, Government has been supporting production of small-to-medium budget films through the Film Development Fund (FDF). Many of these films, such as ""Echoes of the Rainbow"", ""The Way We Dance"" and ""The Midnight After"", are critically-acclaimed box office hits with Hong Kong characteristics.', '57.I shall make a further injection of $200 million into FDF, enhance its funding arrangements and introduce a subsidy scheme for film productions with a budget not exceeding $10 million, subject to a subsidy ceiling of $2 million, to boost the volume of local film production and nurture film talent. I shall raise the production budget ceiling of the Scheme for Financing Film Production from $15 million to $25 million. To identify new talent for the film industry, Government will relaunch the First Feature Film Initiative with increased subsidies on production costs.']"
14,[Art and Culture],"[""58.We have seen a blossoming of local arts groups in recent years. Quite a number are emerging ones widely acclaimed for their high artistic attainments. This has not only enriched Hong Kong's cultural landscape by presenting the general public with more high quality performances and exhibitions, but also created more development opportunities for local artists and young people aspiring to pursue careers in the arts field."", '59.I shall launch a $300 million Art Development Matching Grants Pilot Scheme, under which the amount of private donation and sponsorship secured by eligible local arts groups will be matched by grants. It will encourage different sectors of the community to sponsor local art and cultural activities, and help sustain the development of the cultural industry, jazzing up the cultural aura of the city.', '60.These measures will offer a platform for Hong Kong people, the younger generation in particular, to actualise themselves and unleash their creativity. We should combine all these efforts to take our economy towards even greater diversity.']"
15,[Augmenting    Competitiveness],"[""61.With continuing economic reform for over three decades, China's remarkable achievements have been impressive. The success of Hong Kong's four pillar industries, namely trading and logistics, tourism, business and professional services and financial services, which are internationally competitive, is attributed not just to their innovation and upgrading efforts over past decades, but also to the economic development of the Mainland. We need to capitalise on today's opportunities to add value to our already competitive pillar industries, keep pace with the times and get ready for challenges, taking a role in fostering China's prosperity.""]"
16,["One Belt One Road"],"['62.The Central Government has put forward the initiatives of building the Silk Road Economic Belt and the 21st Century Maritime Silk Road, or ""One Belt One Road"" in short. These economic co-operation corridors, spanning different regions in Asia, Europe and Africa, will promote co-development among countries and foster co-operation in the political, economic and social areas. The initiatives feature ""five links"" in the arenas of policy, facilities, trade, capital and culture.', '63.Many countries along the ""One Belt One Road"" have great development potential. To strengthen trade ties with these markets, Hong Kong should expand co-operation, organise exchange visits, gain a deeper understanding of these countries, as well as pursue negotiations on Free Trade Agreements, Investment Promotion and Protection Agreements and Comprehensive Avoidance of Double Taxation Agreements. Trade facilitation and investment promotion to secure business opportunities in various aspects should also be developed.', '64.Hong Kong can work with Mainland provinces and municipalities to stage roadshows in these countries to facilitate trade and investment flows for regional economic integration. This will create more favourable conditions for our goods, services and investment to access overseas markets.', '65.While the Mainland is further strengthening its economic and trade ties with countries along the ""One Belt One Road"", Hong Kong, as an important financial, commercial and maritime centre in the world, can provide Mainland enterprises that seek to ""go global"" with a wide range of professional services in the financial and legal arenas, including international investment, cross-border trade settlement, Renminbi (RMB) bond issuance and asset and risk management services.', '66.Last October, over 20 countries signed a memorandum of understanding in Beijing and formally announced a plan to establish the Asian Infrastructure Investment Bank (AIIB). We shall endeavour to leverage our strength in financing and asset management to support its establishment and operation, and pursue actively the possibility of our joining AIIB.', '67.A two-pronged approach should be adopted to further develop our pillar industries. On the one hand, we shall capitalise on the new opportunities created by the ""One Belt One Road"" initiatives of our nation. On the other, we shall endeavour to speed up the pace of moving our industries up the value chain.']"
17,[Trading and Logistics Industry],"['68.Strategically located, and with an extensive trading network as well as a simple and open trading system, Hong Kong for years has been a regional trading and logistics hub underpinned by a well-established international transportation network.', ""69.We are among the world leaders in terms of both air and port cargo throughput. Last year, Hong Kong's visible trade, including re-exports, domestic exports and imports of goods, amounted to $8.4 trillion, approaching four times of GDP."", '70.To cater for the demand in modern supply chain management, the trading and logistics industry needs to develop towards the provision of high value-added services. In this respect, air cargo services are of growing importance. The cargo handled by the Hong Kong International Airport accounts for less than two per cent of our total freight volume by weight, but makes up nearly 40 per cent of our exports and imports by value.', '71.With rising passenger and cargo throughput at the Hong Kong International Airport, the existing two-runway system will reach its maximum capacity in a few years. It is imperative for us to take forward the development of a three-runway system (3RS) in order to meet our long-term air traffic demand, and to maintain our status as an international and regional aviation centre in the face of fierce competition from other airports in the region. Having gone through the environmental impact assessment process, the Airport Authority (AA) has submitted its recommendations on the planning of the 3RS to Government.', '72.I envisage that the construction works for the 3RS could commence in 2016 for commissioning in 2023. AA estimated that, with full operation of the system, the airport could handle 100 million passengers and 9 million tonnes of cargo annually by 2030.', '73.Aerospace financing is crucial to the development of high value-added aviation services. Asia sees the fastest growth in demand for aviation services, and an intense need for aerospace financing. We shall ride on the experience of other jurisdictions and explore possible measures that can promote aerospace financing business in Hong Kong.', '74.The lack of back-up land is a big problem confronting our logistics industry. The Transport and Housing Bureau has completed technical assessments for the ten hectares of logistics site reserved at Tuen Mun West. We shall consult the local community as early as possible and release the site for the use of the industry by phases.', '75.Apart from hardware, supporting software is also essential to strengthen our connection with overseas markets. We are examining how best to further streamline departments\' handling of import/export documents. The provision of one-stop customs clearance service through a ""Single Window"" will closely follow mainstream international development.', '76.The burgeoning of internet banking, electronic payment instruments and e-cheques in recent years has spurred the development of e-commerce. With regard to cross-border trade, Government will explore with the industries the feasibility of promoting the use of electronic letters of credit to reduce cost.', '77.While the strong growth of e-commerce generates business opportunities for the provision of logistics and delivery services, the prevalence of e-communication poses a challenge to traditional mail delivery business. We shall review the business operation of Hongkong Post with the objectives of enabling the department to further support the development of the logistics industry in Hong Kong and expand its service offerings in response to market needs.', '78.Hong Kong, the first among all members of the World Trade Organization (WTO), joined the Trade Facilitation Agreement (TFA) in late 2014. TFA will motivate WTO Members to improve and harmonise the import/export and customs procedures, thereby bringing down trading costs and speeding up goods movement.', ""79.The Association of Southeast Asian Nations (ASEAN) is Hong Kong's fourth largest trading partner in terms of services and second largest in terms of goods. We started the free trade agreement negotiations with ASEAN in the middle of last year to secure favourable access of our goods, services and investment to this market of enormous potential."", '80.To enhance economic co-operation and integration between Hong Kong and Macao Special Administrative Regions, we are exploring a closer economic partnership arrangement with Macao. Such arrangement, coupled with those already signed respectively by Hong Kong and Macao with the Mainland, will constitute a new economic and trade co-operation platform for the region.']"
18,[Tourism],"['81.Tourism, making up five per cent of GDP and employing 270 000 people, has been driving the growth of many industries. In 2014, visitors to Hong Kong exceeded 60 million, an increase of 12 per cent over last year. Total spending went up by nine per cent to more than $350 billion.', '82.Our tourism industry would continue moving up the value chain to attract high-spending visitors. We shall explore the construction of a convention centre above the Exhibition Station of the Shatin to Central Link to draw in more international business visitors. We shall also work with the Guangdong and Macao authorities to promote multi-destination tourism for overseas visitors, and invite neighbouring ports to join the Asia Cruise Fund with a view to encouraging cruise companies to include Hong Kong in their itineraries.', '83.On tourist facilities, Government will discuss with the Walt Disney Company the Phase 2 development of the Hong Kong Disneyland Resort. This phase will cover an estimated area of 60 hectares, similar to that of Phase 1, with attractions, hotel development and retail facilities.', '84.The construction of the ""Iron Man Experience"" in Hong Kong Disneyland and the waterpark at Tai Shue Wan in Ocean Park is expected to complete in 2016-17. The new Central harbourfront will add new elements to the renowned scenic views of Victoria Harbour. In addition to sightseeing facilities such as the Observation Wheel, a variety of carnivals, exhibitions and open-air concerts will take place from time to time. These new facilities at the harbourfront will provide novel experiences that will keep visitors and locals amused.', '85.The new hotel projects in Hong Kong Disneyland, Ocean Park and the airport\'s North Commercial District will come on stream, providing a total of over 2 200 rooms. Ocean Park has also invited expressions of interest for the development of the proposed Fisherman\'s Wharf Hotel. Furthermore, the sites facing Victoria Harbour within the ""hotel belt"" adjacent to the Kai Tak Cruise Terminal will be made available to the market starting from the end of this year.', ""86.Hong Kong has many locations suitable for alfresco dining where visitors can enjoy delicacies and Hong Kong's spectacular scenery at the same time. I have asked relevant departments to implement as early as possible the proposal to facilitate alfresco dining operation, and to consider introducing Food Trucks, which is popular abroad, to the mix of Hong Kong's existing food scene.""]"
19,[Business and Professional Services],"['87.Business and professional services generate many quality employment opportunities for Hong Kong. Our accounting, legal, architectural and engineering sectors are highly competitive. Their professional services are on a par with international standards and the systems adopted dovetail with those in the advanced regions. These sectors have earned the trust of Mainland and overseas enterprises.']"
20,[CEPA],"[""88.Since the introduction of the Mainland and Hong Kong Closer Economic Partnership Arrangement (CEPA) in 2003, ten Supplements to CEPA have been concluded between the Mainland and Hong Kong to expand market liberalisation and further facilitate trade and investment. CEPA has presented tremendous development opportunities to Hong Kong's service suppliers and professionals. Up till now we have issued 3 000 Certificates of Hong Kong Service Supplier and thousands of Hong Kong residents have set up individually-owned stores in the Mainland in accordance with the preferential treatment under CEPA."", ""89.At the end of last year, I signed a new agreement with the Ministry of Commerce to promote liberalisation of trade in services between Hong Kong and Guangdong. After the agreement comes into effect, Guangdong will open up 153 services trade sub-sectors to Hong Kong service suppliers, accounting for 95.6 per cent of all trade sub-sectors under the WTO's classification system. I hope the Mainland will further deepen the liberalisation measures on this basis and extend them nationwide, thereby achieving basic liberalisation of trade in services between the entire Mainland and Hong Kong by the end of this year.""]"
21,[Intellectual    Property Trading],"['90.As an international business centre, Hong Kong is well placed to become a premier IP trading hub providing high value-added IP services in the region. I shall earmark $23 million in the coming three years for offering IP consultation, manpower training and other services to SMEs. As regards tax deduction for capital expenditure incurred on the purchase of IP rights, I shall consider extending the scope to cover more types of IP rights as appropriate.']"
22,[Financial Services],"[""91.The Financial Sector Assessment Programme report released by the International Monetary Fund last May acknowledged that Hong Kong's financial sector is one of the largest and most developed in the world. The report also affirmed the resilience of Hong Kong's financial system, and commended our high standard of supervision, comprehensive risk management, and active macro-prudential policies. Government, together with relevant regulators, will strive to keep our regulatory regime up to international standards."", '92.As an international financial centre, Hong Kong will step up its efforts in combating cross-border tax evasion in accordance with the latest global standard. In response to the Organisation for Economic Co-operation and Development, we have pledged to adopt the new standard, pursuant to which financial institutions are required to report to the Inland Revenue Department specified financial account information on a regular basis, so that Hong Kong can exchange such information with other jurisdictions by end-2018. We shall consult the industry in the second quarter of this year and introduce the relevant amendment bill in 2016.']"
23,[Shanghai-Hong Kong Stock Connect and Offshore    Renminbi Business],"[""93.The Shanghai-Hong Kong Stock Connect has been operating smoothly since its launch in November last year. For the capital markets of the two places to move towards full mutual access, we shall review the experience of the implementation of this project, and discuss with the relevant authorities of the Central Government the launch of the Shenzhen-Hong Kong Stock Connect and enhancement of the Shanghai-Hong Kong Stock Connect. We shall also work with the industry to stage roadshows in the Mainland to promote Hong Kong's securities market to Mainland investors."", ""94.While we strengthen our connection with the Mainland market, we are also expanding our RMB business links with the rest of the world. Hong Kong is the world's largest centre for offshore RMB banking, financing and asset management, providing services for RMB transactions around the world."", ""95.Last year, RMB trade settlement conducted through Hong Kong banks amounted to RMB 6.3 trillion, with a 60 per cent year-on-year increase, while RMB bond issuance amounted to RMB 200 billion, with a 70 per cent year-on-year increase. In the fourth quarter of 2014, the average daily turnover on Hong Kong's RMB Real Time Gross Settlement (RTGS) system amounted to RMB 850 billion, representing an 80 per cent increase over the same period a year earlier."", ""96.We shall continue to actively develop Hong Kong's capacity to serve as a global hub for offshore RMB business, providing new opportunities for the financial sectors both in the Mainland and Hong Kong. To this end, we shall work with the Mainland authorities to further increase our investment quota for the RMB Qualified Foreign Institutional Investors (RQFII) Scheme and strive for early implementation of the arrangement for mutual recognition of funds.""]"
24,[Asset Management],"[""97.Hong Kong's wealth and asset management business has been growing exponentially. At end-2013, the combined fund management business recorded a year-on-year growth of 27 per cent, exceeding $16 trillion in total."", ""98.In last year's Budget, I proposed to waive the stamp duty for the transfer of all exchange traded funds (ETF). The relevant amendment ordinance was passed by the Legislative Council (LegCo) and the stamp duty waiver took effect on the 13th of this month. We plan to table a bill in LegCo later to allow private equity funds to enjoy profits tax exemption available to offshore funds. Furthermore, we are formulating legislative proposals to provide the legal framework for introducing an open-ended fund company structure."", '99.To attract multinational and Mainland enterprises to establish corporate treasury centres in Hong Kong to perform treasury services for their group companies, we shall amend the Inland Revenue Ordinance to allow, under specified conditions, interest deductions under profits tax for corporate treasury centres and reducing profits tax for specified treasury activities by 50 per cent. The relevant bill will be introduced in the 2015-16 legislative session.']"
25,[Bond Market],"[""100.Government issued its first sukuk last year. The US$1 billion issuance marked the world's first US dollar-denominated sukuk originated by a government with the highest credit rating, setting a significant pricing benchmark for the market. Drawing a strong demand from investors, the sukuk issuance won a number of awards. The successful offering highlighted that the relevant legal framework in Hong Kong has been widely accepted by international investors. Government will consider actively a further sukuk issuance when market conditions are favourable, in a bid to attract more issuers and investors into the local market."", '101.The inflation-linked retail bonds (iBond) introduced in 2011 have been well received by the public and helped promote the retail bond market. I shall launch an iBond issue of up to $10 billion with a maturity of three years. Following the existing practice, the issuance will target Hong Kong residents, and interest will be paid to bond holders every six months at a rate linked to the inflation rates of the last half-year period. The Hong Kong Monetary Authority (HKMA) will announce the details in due course.']"
