,Title,Content
10,Issue Consumption Vouchers,"['Issue ConsumptionVouchers', '46.In view of the current special situation, the Government should make good use of the fiscal reserves to energise the market, stimulate the economy, and facilitate the speedy recovery of the consumption market and other economic segments in a timely manner. After careful consideration, I will issue electronic consumption vouchers in instalments with a total value of $5,000 to each eligible Hong Kong permanent resident and new arrival aged 18 or above, so as to encourage and boost local consumption. This measure, which involves a financial commitment of about $36 billion, is expected to benefit around 7.2 million people. The Government will identify suitable stored value facilities operators to help roll out the scheme, and will announce the details of the scheme as soon as possible.']"
11,Explore Markets,"['Explore Markets', '47.I will inject $1.5 billion into the Dedicated Fund on Branding, Upgrading and Domestic Sales, and substantially extend in phases its geographical coverage from 20 to 37 economies to include all those with which Hong Kong has entered into Investment Promotion and Protection Agreements (IPPAs). The funding ceiling for each enterprise will be increased from $4 million to $6 million, so as to support enterprises in exploring more diversified markets by fully utilising the better protection offered by the IPPAs.']"
12,Support Tourism,"['Support Tourism', '48.The epidemic has dealt a heavy blow to the local tourism industry, bringing it to a standstill. Apart from the financial support of nearly $2.6 billion that has already been provided for the tourism industry, I will further earmark a total of $934 million to enhance tourism resources, of which $169 million will be used to continue to take forward local cultural, heritage and creative tourism projects, such as the Yim Tin Tsai Arts Festival and the City in Time. We will continue to improve the facilities along hiking trails to develop more green tourism resources. The purpose is to offer leisure and travel experience with rich historical and cultural elements to both locals and visitors.', '49.I will also earmark $765 million to support the Hong Kong Tourism Board (HKTB) in reviving our tourism industry. The HKTB has launched promotional programmes such as ""Holiday at Home"" and ""360 Hong Kong Moments"" with a view to enhancing local ambience and consumption as well as maintaining the promotion and exposure of Hong Kong in visitor source markets. Upon gradual resumption of cross-boundary travel, the HKTB will roll out promotional offers to attract visitors through the ""Open House Hong Kong"" platform. The HKTB is also conducting a comprehensive review of the positioning of Hong Kong\'s tourism in the long run in response to the ""new normal"" after the epidemic with a view to formulating appropriate strategies to spur the recovery of the tourism industry.', '50.Provided that public health can be safeguarded, the Government will consider relaxing restrictions on group gatherings in relation to local group tours again to allow room for business operation for the tourism industry. The Government will discuss and work out arrangements regarding Air Travel Bubble with places that have close economic and trade relations with Hong Kong and where the epidemic situation is relatively stable.', ""51.Apart from the above initiatives, additional resources will also be allocated to enhance country parks, recreational facilities, harbourfront, etc. These enhancements will improve people's quality of life when the epidemic is over and may also appeal to our visitors. I will provide more details in the ensuing parts of my speech.""]"
13,Promote Hong Kong,"['Promote HongKong', '52.Once the pandemic further subsides, the Government will launch a large-scale publicity and promotional campaign at home and abroad, showcasing to the world the image of Hong Kong as a highly open international city in the GBA from various perspectives such as finance, I&T, culture and creativity and tourism, as well as our unique advantages under ""One Country, Two Systems"". We hope to attract enterprises, investors and talent to Hong Kong. InvestHK and our overseas offices will step up their efforts in this area.']"
14,"Positioning and Directions for Economic Development, Assessment of Situation ","['Stimulating theEconomy', 'Positioning andDirections for Economic Development', 'Assessment ofSituation', '53.Hong Kong has been leveraging the support from the Mainland while engaging the world. Over the past many years, we have been utilising our advantages in institution, talents and external connections, and served as a bridge between our country and the rest of the world in different ways in response to our country\'s ever-changing needs. By doing so, Hong Kong has contributed to national development and at the same time promoted its own development and economic growth. Only by making good use of the advantages of ""One Country, Two Systems"" with the precondition of strengthening national security can we continue to play and even enhance our role on this front.', '54.Over the past two years, Hong Kong has been affected by the deterioration of the China-US relations, and experienced the blow from the social incidents and the ravages of the pandemic. However, we should not let these challenges weaken our confidence in the future. Instead, we should learn from the experience and make correct assessment of the major development trends.', ""55.First, the world is facing profound changes unseen in a century. The economic gravity is shifting from West to East, and the political setting has also seen subtle changes. Our country's composite national strength has enhanced significantly, while other developing countries in Asia have undergone robust development. However, with the rise of unilateralism in recent years and the misunderstandings of some western countries towards Hong Kong's developments, we are facing greater difficulties. The epidemic has increased various countries' concerns about development security, which might further escalate protectionism. Some nations encourage or even ask enterprises to move back to their home countries, impacting on the development and setting of global value chains."", ""56.Second, the world is facing drastic disruptions brought by technological revolution, which have far-reaching implications for our personal life, modes of production and operation, economic structures, development prospects and international landscape. The pandemic has also accelerated changes in the mode of business operation and people's living habits. Making good use of digital technology is not only essential to effective business operation, but also crucial for preventing and combating the pandemic and protecting public health and safety. Whether a place can attain a leading position in I&T will determine its success or failure. "", '57.Third, green development is a major global trend. Environmental pollution and climate change have become too serious to ignore. There is a general recognition in the international community that we should promote green and low-carbon development, which involves extensive new areas. The Government needs to have visions and determination; the people need to build awareness of environmental protection and corresponding habits; the business sector needs to develop and adopt novel technologies, and launch products of high efficiency. Other matching services such as financial support are also needed.', '58.Fourth, as for Hong Kong, we have experienced many changes at different points in our history, but the support of our country has remained unchanged. With the advantages under ""One Country, Two Systems"", Hong Kong has a unique and irreplaceable role in the national development.']"
15,Functions andPositioning,"['Functions andPositioning', ""59.With its deep and extensive connections with the world, Hong Kong will continue to be an important platform for economic exchanges and trade between the Mainland and the international community. As mentioned in the Proposal for Formulating the National 14th Five-Year Plan, our country supports Hong Kong in consolidating and bolstering our competitive edges, building the city as an international I&T hub, fostering the development of the city as a B&R functional platform, and achieving diversified and sustainable development of the economy. With our country's support, we can further capitalise on our advantages and realise our potential. We must step up our efforts to explore international economic and trade opportunities and actively participate in national development through making use of our industries with competitive strengths."", ""60.Hong Kong has prominent functional roles in various aspects such as pooling international capital and talent, and providing a platform to align our country's standards with the international ones. In addition, Hong Kong serves as a testing ground and firewall in our country's promotion of financial sector reform and opening up (such as the internationalisation of Renminbi (RMB)). Under our country's dual circulation development strategy, Hong Kong will definitely achieve greater success in the future as long as we can give full play to our unique roles as a gateway, a springboard and an intermediary."", ""61.Leveraging our close proximity, Hong Kong can make use of the GBA development as an entry point, participating actively in the development of our country's domestic circulation for capturing the enormous business opportunities. As an international metropolis that connects the world, Hong Kong can help the expansion of the country's external circulation, and in consequence further strengthen its status as an international centre for finance, commerce and trade, as well as a home for corporate headquarters."", ""62.In the face of rising unilateralism, it is all the more important for us to actively promote multilateralism, dismantle various barriers and strength Hong Kong's links with the international community. We should further expand Hong Kong's trade, investment and tax agreement networks. The Free Trade Agreement and the Investment Agreement between Hong Kong and the Association of Southeast Asian Nations have recently come into full effect. In November last year, our country signed the RCEP Agreement with 14 economies. We are actively seeking to be among the first batch of economies joining the RCEP after it comes into effect, so as to help Hong Kong businesses and investors open up markets, thereby fostering the long-term economic development of Hong Kong. ""]"
16,The Way Forwardfor Industries,"['The Way Forwardfor Industries', ""63.From the perspective of industries, Hong Kong has huge development potential in areas including financial services, I&T, green economy, air cargo, supply chain management and professional services. Financial services are an important support to the real economy. On top of being a leading asset and wealth management centre, Hong Kong is also an international fundraising platform, an insurance and risk management centre and an offshore RMB hub. Our financial services can assist Mainland enterprises in raising funds, and provide outlets and risk management for Mainland funds, as well as facilitating the Mainland's ongoing financial liberalisation in a secure and orderly manner in support of the development of our country's real economy. We must continue to strengthen Hong Kong's leading position in the global financial market."", ""64.Hong Kong enjoys a number of advantages in I&T development, such as top-notch capabilities in basic scientific research, intellectual property rights protection, attractiveness to research talents from all over the world and first‑class financial support services. In recent years, the Government has allocated substantial resources and implemented a number of preferential policies, and been blessed with our country's support. As long as we can leverage our advantages and achieve co‑ordinated development with our brother cities that have advanced manufacturing industries in the GBA, we can form an I&T upstream, midstream and downstream industrial chain and develop the GBA into an international I&T centre, thus contributing to our country's technological self‑reliance and at the same time identifying new areas of growth for Hong Kong's economy. "", '65.Nowadays, when everyone is striving to live a quality life, decarbonisation, waste reduction, building of a green environment and a sustainable city, etc. have become a social consensus. The international community, including our country and the European Union, have set achieving carbon neutrality as an important development goal. A significant synergy effect can be generated between green economy and other industries such as the I&T and financial sectors. Our robust green and sustainable financial services can contribute to the development of green economy in the Mainland and Hong Kong. ', ""66.Hong Kong is a world-class logistics and supply chain management centre. With a well‑established network of air routes, a highly efficient airport as well as simple and fast customs clearance procedures, Hong Kong's air cargo transport sector plays a leading role in the world. We will strive to enhance our intermodal transportation services in the future, with a view to increasing the global accessibility of the GBA. This will facilitate not only the exports of goods from the GBA to overseas markets, but also the imports of quality products from around the world to the Mainland, meeting the increasing consumer demands there. Technology is reshaping the interplay between the supply of goods and the demand of consumers, and the prospects for our high-end logistics and supply chain management services are bright."", ""67.As our country seeks to achieve high‑quality development, the demand for various types of professional services such as legal, accounting, construction and project management services is on the rise. These areas are where our strengths lie. Hong Kong's professionals can provide services in a market full of opportunities, and also promote the alignment of industry standards in the Mainland with those of the international community."", '68.Apart from the above industries, there is also a growing demand for inclusion of cultural and creative elements in the cyber world. I will allocate additional resources to promote the development of cultural and creative industries, so that young people can have more employment and business start-up opportunities for unleashing their potential and realising their dreams.']"
17,Guangdong-Hong Kong-Macao Greater Bay Area,"['Guangdong-HongKong-Macao Greater Bay Area', ""69.As mentioned earlier, the GBA is the best entry point for Hong Kong to participate in the domestic circulation of our country's economy. Be it for the mutual market access for financial services and products, cooperation and collaboration in respect of innovation and technology, or people's stay and living across the boundary, continued innovation in institutional and policy arrangement is needed so as to ensure a smoother two-way flow of funds, people and factors of production. The Guangdong-Hong Kong-Macao Greater Bay Area Development Office has been set up to strengthen the planning, coordination and promotion of the various policies and measures relating to GBA development, and enhance the community's understanding of GBA development. The Government also helps Hong Kong's businesses and youths to grasp the opportunities arising from GBA development through various schemes.""]"
18,Belt and Road,"['Belt and Road', ""70.Our country has signed cooperation agreements with about 170 countries and international organisations regarding the B&R initiative. The Government will continue to provide financing services to B&R infrastructure projects through leveraging Hong Kong's function as an international financial centre, encourage Hong Kong enterprises and professional services sectors to develop business in the overseas Economic and Trade Co-operation Zones set up by our country, and establish connections with Mainland enterprises and industry associations for jointly exploring new markets, thereby consolidating Hong Kong's role as a prime functional platform and key node for the B&R Initiative.""]"
19,Financial Services,"['FinancialServices', '71.Comprehensive and superb financial services are crucial for an economy gearing for high-quality development. The value added of the financial services industry in Hong Kong accounted for 21 per cent of the GDP in 2019. Its share of the overall employment increased from 6.8 per cent in 2018 to 7.1 per cent in 2019. Hong Kong has always been an offshore financing centre for Mainland enterprises and an important conduit for international capital to enter the Mainland market. The capital markets of Hong Kong and the Mainland can complement and interact positively with each other. ', '72.Last year\'s total transaction value of the Southbound and Northbound Trading of Stock Connect programmes more than doubled that of the year before. The mutual market access programmes have been operating smoothly. Hong Kong can contribute more proactively to our country\'s ""dual circulation"" strategy. The FSTB, together with the HKMA, the Securities and Futures Commission (SFC) and the Insurance Authority (IA), has set up a joint working group to explore how Hong Kong can complement the economic and financial development of our country and meet the needs of international investors, and examine how to further enhance Hong Kong\'s competitiveness as an international financial centre on the basis of our existing capacities. It will set out the development blueprint and put forward concrete proposals and measures for engagement with the Central Authorities to secure their support.']"
20,Green and Sustainable Finance,"['Green andSustainable Finance', ""73.Having regard to the goal of achieving carbon neutrality before 2050, we will continue to promote the development of green and sustainable finance, encourage institutions to conduct relevant investment, financing and certification activities and attract top- notch institutions and talent to Hong Kong to provide the relevant services. We will join hands with the financial sector and relevant stakeholders to take forward the strategic plan announced end last year by the Green and Sustainable Finance Cross‑Agency Steering Group, thereby leveraging our role as an international financial centre to mobilise capital towards sustainable projects in the region and enhance Hong Kong's position as a green and sustainable finance hub in the region."", '74.Last month, we successfully offered the second batch of government green bonds totalling US$2.5 billion, among which the 30-year tranche is the longest-tenor bond issued by the Government and the longest-tenor USD-denominated government bond in Asia to date. We plan to issue green bonds regularly and expand the scale of the Government Green Bond Programme. We propose to double the borrowing ceiling of the Programme to $200 billion to allow for further issuance of green bonds totalling $175.5 billion within the next five years, having regard to the market situation. This will also give us more room for piloting the issuance of green bonds that involves more types of currencies, project types and issuance channels, thereby further enriching the green finance ecosystem in Hong Kong. We also plan to issue retail green bonds for the participation of the general public. ', '75.The Pilot Bond Grant Scheme and the Green Bond Grant Scheme rolled out by the Government previously will expire by mid- 2021. We will consolidate the two schemes into a Green and Sustainable Finance Grant Scheme to provide subsidy for eligible bond issuers and loan borrowers to cover their expenses on bond issuance and external review services. The Scheme will last for three years and the HKMA will announce relevant details in due course.']"
21,Bond Market,"['Bond Market', ""76.Through the active promotion of the Government, Hong Kong's bond market has seen sustained growth, now ranking third in Asia (excluding Japan) in terms of total amount of bond issuances. I will lead a steering group comprising members from the FSTB, the HKMA, the SFC, the IA and the Hong Kong Exchanges and Clearing Limited (HKEX), to formulate a roadmap for promoting the diversified development of Hong Kong's bond market and reinforcing its functions. "", 'Consolidating Market Infrastructure', '77.We will enhance the efficiency and capacity of our domestic Central Moneymarkets Unit (CMU) and introduce new functions to cope with the increasing market demand for Northbound Trading of Bond Connect and support its future commissioning of Southbound Trading, with a view to providing a risk-controlled channel for Mainland investors to participate in local and overseas bond markets. We will develop the CMU as a major central securities depository platform in Asia and in the world in the long-run. ', 'Bond Connect Development', ""78.We target to expand Bond Connect to cover both Southbound and Northbound Trading. The implementation of Southbound Trading will further facilitate Mainland investors to make diversified asset allocation and present enormous opportunities for Hong Kong's financial industry. The HKMA and the People's Bank of China have set up a working group to drive the initiative of Southbound Trading of Bond Connect, with the target of launching it within this year. "", 'Retail Bond Market', ""79.Given that the global low interest rate environment will persist for a considerably long time, and many people in the community, especially the elderly, prefer investment options with steady and reliable returns, we plan to continue to issue no less than $24 billion of Silver Bond and no less than $15 billion of iBond this year. We propose to raise the borrowing limit of the Government Bond Programme from $200 billion to $300 billion to allow sufficient room for bond issuances, so as to achieve the objective of promoting the sustainable development of Hong Kong's bond market. The eligible age for subscribing Silver Bond will be lowered from 65 to 60.""]"
22,Real Estate Investment Trusts,"['Real EstateInvestment Trusts', ""80.We are committed to developing the real estate investment trust (REIT) market in Hong Kong and reinforcing the city's role as a premier capital raising centre, while offering investors a wide range of investment options with relatively stable returns. Subsidies will be provided for qualifying REITs authorised by the SFC and listed in Hong Kong in the coming three years to encourage the listing of more REITs in Hong Kong. The subsidy will cover 70 per cent of the expenses paid to local professional service providers for the listing of REITs, subject to a cap of $8 million per REIT. The SFC will announce relevant details in due course. ""]"
23,Securities Market,"['SecuritiesMarket', ""81.Undaunted by challenges from external factors, the Hong Kong stock market recorded an average daily turnover of $129.5 billion last year, representing an increase of 49 per cent over the year before. A total of $397.5 billion was raised through initial public offerings (IPO) during the same period, representing an increase of 27 per cent over the year before, and among which, over 90 per cent of the funds was raised by Mainland enterprises. Not only is Hong Kong a preferred international fundraising platform, it is also the world's second largest fundraising hub for biotechnology companies. There have been 43 companies listed under the new listing regime in Hong Kong since its introduction, raising a total of over $420 billion, which accounts for about 40 per cent of total IPO funds raised in the period. These companies have a combined market capitalisation of over $11 trillion, accounting for about a quarter of the current total market capitalisation in Hong Kong. They include ten China Concept Stock companies returning to Hong Kong for secondary listing and 31 pre-revenue or pre-profit biotechnology companies. Our earlier efforts in enhancing the listing regime are gradually delivering results."", '82.The HKEX will review the overall secondary listing regime, including whether Greater China companies with non- weighted voting rights structures have to be companies in the field of I&T in order to seek secondary listing in Hong Kong through the new concessionary route, as well as their corresponding market capitalisation requirements. The HKEX will consult the market in due course. ', ""83.Stock Connect expands the depth and breadth of the capital market in Hong Kong, and is in line with our country's financial development strategy. We will seek to expand its capacity continuously, including the progressive inclusion of ETF and other types of assets as well as expansion of the scope of eligible securities. With international investors' increased participation in the A-share market through Stock Connect, there is a growing demand for using A-shares index futures to hedge market risk. The HKEX will accelerate the preparatory work for the launch of MSCI China A-Index Futures contract.""]"
24,Insurance and International Risk Management Centre,"['Insurance andInternational Risk Management Centre', '84.We are currently undertaking a series of legislative work to provide for half-rate profits tax concessions to eligible insurance businesses including marine insurance and specialty insurance; facilitate the issuance of insurance-linked securities (ILS) in Hong Kong; expand the scope of insurable risks of captive insurance companies; and enhance the group-wide supervision framework by the end of next month. We are also preparing for the implementation of a Risk-based Capital Regime for the insurance industry to replace the rule-based capital adequacy regime. ', '85.I propose launching a two-year Pilot Insurance‑linked Securities Grant Scheme to attract insurance enterprises or organisations to issue ILS in Hong Kong. The amount of grant for each issuance will be capped at $12 million, depending on the maturity of the ILS. The IA will announce the details in due course. ']"
25,Asset and Wealth Management,"['Asset andWealth Management', ""86.Since the establishment of the two new fund structures, namely the Open-ended Fund Company (OFC) and the Limited Partnership Fund (LPF), the investment fund regime of Hong Kong has become more comprehensive. With 11 OFCs and over 100 LPFs already set up, Hong Kong's status as an international asset and wealth management centre has been consolidated. We plan to submit a legislative proposal in the second quarter of this year to allow foreign investment funds to re-domicile to Hong Kong for registration as OFCs or LPFs. "", '87.OFC suits various types of investment funds. We will provide subsidies to cover 70 per cent of the expenses paid to local professional service providers for OFCs set up in or re-domiciled to Hong Kong in the coming three years, subject to a cap of $1 million per OFC. The SFC will announce relevant details in due course. ', ""88.We have introduced an amendment bill to provide tax concessions for carried interest issued by private equity funds operating in Hong Kong. We strive to secure the LegCo's passage of the bill within the current session for the tax concession arrangements to apply starting from 2020-21.""]"
26,Family Office Business,"['Family OfficeBusiness', '89.To enhance our attractiveness as a hub for family offices, InvestHK and regulators will offer one-stop support services to family offices interested in establishing a presence in Hong Kong. We will also review the relevant tax arrangements.']"
27,Innovation and Technology,"['Innovation andTechnology', '90.In the past three years, the Government allocated over $100 billion to support the development of I&T. We already have eight unicorns, making Hong Kong comparable to many larger economies. Despite the huge challenges imposed by the epidemic as well as the internal and external environments, I am convinced that the promotion of I&T is the right direction for the long-term development of Hong Kong. ']"
28,Nurture and Pool Talent,"['Nurture andPool Talent', '91.In recent years, the number of research personnel and the number of staff members of start-ups in Hong Kong have increased substantially. To nurture I&T talent, the Education Bureau has implemented a number of measures to promote STEM education, including curriculum updating, providing professional training for teachers, subsidising and organising large-scale learning activities, such as the STEM Education Fair. The Standing Committee on STEM Education of the Curriculum Development Council steers and promotes the long-term development of STEM education in primary and secondary schools, as well as reviews continuously the relevant curriculum. ', '92.The IT Innovation Lab in Secondary Schools Programme has received positive response since its launch. I will set aside over $200 million to extend the programme to primary schools. Funding of up to $400,000 will be provided to each subsidised primary school in the coming three school years, thereby rolling out a ""Knowing More About IT"" Programme to enhance students\' interests and knowledge in information technology and their applications through extra-curricular activities, so as to prepare them for integration into the knowledge-based economy and participation in the development of a digital society. The OGCIO will set up a one-stop support centre to provide assistance for primary schools. ', '93.Last year, I earmarked $40 million to implement a pilot scheme, under which subsidies are provided for students who study science and technology in local universities to enrol in short-term I&T related internships. More than 1 600 students and over 1 000 enterprises participated in the scheme. Eighty per cent of the interns indicated that they would consider pursuing a career in I&T after graduation. Given the overwhelming responses, I announce that the scheme would be regularised. ', '94.The Government will launch a Global STEM Professorship Scheme in the first half of this year to support universities in attracting world-renowned I&T scholars and their teams to Hong Kong to participate in STEM teaching and research. The scheme will involve an expenditure of about $2 billion, which will be borne by the Government, the universities and the Hong Kong Jockey Club Charities Trust. ', ""95.Job opportunities and continuous training are also crucial for nurturing the I&T talent. In the past three years, the Research Talent Hub has funded over 3 700  R&D positions. Among those engaged, about 1 400 are postdoctoral talent. The Re- industrialisation and Technology Training Programme provided on-the-job training for over 3 500 employees of some 1 800 enterprises so as to enable them to have a better grasp of the development of the new economy and I&T. The Greater Bay Area Youth Employment Scheme launched early this year also provides around 700 I&T places to encourage enterprises to employ Hong Kong's university graduates so that the latter can undertake I&T- related work and receive on-the-job training in Hong Kong and another city in GBA. ""]"
29,Innovation and Technology Infrastructure,"['Innovation andTechnology Infrastructure', '96.Over 80 per cent of the areas in the two buildings under Stage 1 of the Science Park Expansion Programme has been occupied. As for the Data Technology Hub (DT Hub) in the Tseung Kwan O Industrial Estate, since its commencement of operation in the fourth quarter of last year, 16 enterprises have already set up offices there or signed tenancy agreements. Besides, quite a number of enterprises have expressed interest in setting up offices in the DT Hub. The InnoCell adjacent to the Science Park was completed at the end of last year, providing around 500 residential spaces with flexible design and facilities such as shared work spaces for the research personnel in the Science Park. Leasing activities will commence and a trial run will be held in the first half of this year. ', '97.The supply of R&D and working spaces in the Hong Kong Science Park and Cyberport falls short of demand. In the last two Budgets, resources were set aside for the Science Park expansion and Cyberport 5 development, which will respectively provide about 28 000 and 63 000 square metres of floor area mainly for R&D or operation of I&T enterprises.', '98.We are also pressing ahead with the development of the Hong Kong-Shenzhen Innovation and Technology Park (the Park) in the Lok Ma Chau Loop. A provision of about $32.5 billion has been approved for the project. Works have already commenced. The first batch of facilities is expected to be completed in phases from 2024 to 2027, the economic contribution to Hong Kong of which is expected to reach $5.5 billion per annum, with about 4 800 jobs to be created. Upon full development, the Park will be the largest ever I&T platform in Hong Kong, providing a gross floor area of 1.2 million square metres, which is approximately three times that of the Science Park. Its economic contribution to Hong Kong is expected to reach $52 billion per annum, with about 52 000 jobs to be created. ', '99.On digital infrastructure, the coverage of 5G network in Hong Kong is now over 90 per cent. The subsidy scheme for expanding fibre-based network to villages in remote areas will be completed in phases from this year onwards. The Government will continue to support the development of 5G networks and applications; release more 5G spectrum in different frequency bands; facilitate the setting up of radio base stations by operators at suitable government venues and public facilities; assist in the relocation of the Tai Po satellite earth stations; and provide land at Chung Hom Kok Teleport for the development of infrastructure to connect with external telecommunications facilities. ']"
30,Promote Research and Development,"['Promote Researchand Development', '100.Over the past few years, we have been dedicated to promoting R&D but it takes time to deliver results. These efforts are gradually bearing fruits with a rising gross domestic expenditure on R&D activities in recent years, boosting our confidence in promoting R&D. ', '101.Amendments were made to the Inland Revenue Ordinance in late 2018 to provide for enhanced tax reduction for qualifying R&D expenditure so as to encourage enterprises to devote resources to local R&D. The total amount of R&D expenditure for which claims for tax deduction were made in the first year of assessment has more than doubled since the implementation of this measure. Seventy per cent of this amount enjoyed enhanced tax deduction. The measure has delivered notable results. ', '102.Since permission was granted for the remittance of Mainland R&D funding to Hong Kong, the State Ministry of Science and Technology, Guangdong Provincial Government and Shenzhen Municipal Government in the past two years have approved over RMB 340 million for universities and research institutes in Hong Kong to conduct R&D or set up laboratories, thereby adding impetus for local R&D activities. ', '103.The ""InnoHK Research Clusters"" is our flagship project. It comprises Health@InnoHK on healthcare technologies and AIR@InnoHK on artificial intelligence and robotics technologies, and has attracted many top-notch universities and research institutions in the world. The first batch of about 20 R&D laboratories will commence operation progressively in the first quarter of this year. This will further consolidate Hong Kong\'s position as a global research collaboration hub. ', '104.Funding under the Innovation and Technology Fund (ITF) increased by over seven times in the last seven years. I will inject $4,750 million per year to the ITF two years in a row to sustain its 17 funding schemes as well as the work of over 50 R&D laboratories in the next three years. ']"
31,Start-ups,"['Start-ups', ""105.Hong Kong's start-up ecosystem has become increasingly vibrant, with an increase in the number of start-ups from around 1 100 in 2014 to over 3 300 last year. Investment from venture capital funds in Hong Kong also increased from $1.24 billion in 2014 to $9.9 billion in 2019, representing an increase of over seven times. Over the past three years, I&T enterprises in the Science Park and Cyberport have attracted over $41 billion of investment. Besides, some 600 start-ups are being incubated by the Science Park and Cyberport on top of the nearly 1 300 start-ups already graduated from the programmes. "", '106.The Innovation and Technology Venture Fund (ITVF) has invested more than $100 million in 19 local start-ups over the past two years, attracting more than $500 million private investment. The ITVF appointed three new co-investment partners late last year. We will continue to partner with venture capital funds to invest in local start-ups.', '107.In the past three years, the Hong Kong Science and Technology Parks Corporation (HKSTPC) has invested over $100 million in 13 technology enterprises through its Corporate Venture Fund, attracting about $1,350 million private investment. The Cyberport Macro Fund set up by Cyberport also invested more than $120 million in 16 companies, attracting over $860 million private investment. The HKSTPC and Cyberport will inject $350 million and $200 million into the two Funds respectively and extend their scope to cover Series B and later stage investments. ', '108.The Technology Start-up Support Scheme for Universities has provided funding of about $120 million to 139 start-ups in the past three years. Among those start-ups which have benefited from the Scheme since inception, over half of them have launched their products in the market, more than 40 per cent have earned revenue and about 60 per cent have received capital injection from investors with a total amount of some $530 million. ']"
32,Financial Technology,"['Financial Technology', '109.The epidemic has speeded up digital transformation of the Hong Kong financial market. On top of many Fintech start- ups, there are eight virtual banks, four virtual insurers, and a virtual asset trading platform having been authorised to operate in Hong Kong. ', '110.With a view to fostering the development of more novel financial products, the HKSTPC and Cyberport will collaborate with the HKMA to attract more financial, technology or research institutes to set up laboratories in Hong Kong, with a focus on such areas as regulatory technology and cyber security, where Hong Kong enjoys clearest advantages. In addition to the Fintech Proof- of- Concept Subsidy Scheme announced in January this year, the HKMA is considering enhancing its Fintech Supervisory Sandbox by providing ""through-train"" vetting and funding arrangements for those promising Fintech solutions to reduce the time for the launch of innovative financial products in the market. ']"
33,Foster Re-industrialisation,"['Foster Re-industrialisation', '111.The Re-industrialisation Funding Scheme, which was launched in July last year, provides subsidies, on a matching basis, to manufacturers for setting up new smart production lines in Hong Kong. The scheme has received 12 applications so far. ', '112.The Advanced Manufacturing Centre in the Tseung Kwan O Industrial Estate and the Microelectronics Centre in the Yuen Long Industrial Estate, being developed by the HKSTPC, will be completed in the coming years. The two centres will provide a total gross floor area of over 140 000 square metres for smart production and high-end manufacturing industries. Quite a number of enterprises have expressed interest in setting up establishments in the two centres. ']"
34,Air Cargo Sector,"['Air CargoSector', '113.The Hong Kong International Airport (HKIA) is a ""double gateway"" connecting the world and the GBA. With further growth in external trade in the GBA, particularly the booming of e-commerce and the personalisation of consumer demand, orders received by manufacturers are becoming small in amount with a narrow delivery window. It can be envisaged that that there will be an increasingly keen regional demand for air cargo services. Last year, HKIA handled 4.5 million tonnes cargoes and air mail, down by only 7% from the pre-epidemic level. ', ""114.The Airport Authority (AA) has active plans for developing intermodal cargo handling facilities, so that there will be seamless transportation of Mainland exports to the rest of the world through the HKIA, and vice versa. With the expansion of the existing express air cargo terminal, and the commissioning of a new premium logistics centre as well as the Three Runway System, HKIA's annual cargo handling capacity is expected to increase from 7.4 million tonnes to some nine million tonnes in 2024. When the airside intermodal cargo handling facility becomes operational as well, Hong Kong's position as the air cargo centre of the GBA will be further reinforced. "", ""115.HKIA's capability in handling high-value temperature- controlled air cargo is internationally recognised. In addition, the Government will work with the AA to actively explore measures to facilitate trans-shipment through Hong Kong, with a view to maintaining our competitive edge as an international air cargo hub. We are confident that the HKIA will become the busiest cargo airport in the world again when the pandemic is over. "", ""116.We will submit a funding application to the LegCo within this year to redevelop the Air Mail Centre at the HKIA, with a view to bringing the centre into operation by end 2027 the earliest. We will continue to work with the AA and other postal authorities on maximising the use of the centre's transit handling capacity, in order to support the long-term development of the postal industry in the GBA. ""]"
35,Cultural and Creative Industries,"['Cultural andCreative Industries', '117.I will inject an additional $1 billion into the CreateSmart Initiative in 2021-22 to continuously drive the development of the creative industries.', '118.The Government has continued to allocate more resources to the development of arts and culture in recent years. In 2021-22, the total expenditure will exceed $5.7 billion. The West Kowloon Cultural District (WKCD) is a new landmark and attraction in Hong Kong. With the opening of M+ and the Hong Kong Palace Museum in WKCD in this and next year respectively, and the expected completion of the Lyric Theatre Complex in 2024, diversified development opportunities will be brought to the local arts and cultural sector.', '119.We plan to seek funding approval in the current legislative session for taking forward the renovation of Tsuen Wan Public Library, the facility upgrading of Tai Po Civic Centre as well as the renovation and improvement of Sai Wan Ho Civic Centre. The above works cost a total of about $900 million, creating a total of some 210 employment opportunities.', '120.The Government provided multiple rounds of assistance amounting to over $200 million to the arts and culture sector under the AEF, benefitting over 930 arts groups and over 6 800 arts practitioners. As many arts and culture activities were not able to stage, the industry has made use of technology to perform through various means, promoting the integration of arts and I&T as a new trend of development. The Home Affairs Bureau has established an inter-bureau task force with $100 million reserved to promote the integration of arts and technology, and support arts groups and I&T savvy.']"
36,InfrastructureInvestment and Construction Industry,"['InfrastructureInvestment and Construction Industry', '121.The Government will continue to invest in infrastructure. The annual capital works expenditure will exceed $100 billion in coming years. The annual total construction output will increase to around $300 billion, creating over 300 000 employment opportunities.']"
