,Title,Content
10,Revised Estimates for 2017-18,"['Revised Estimates for 2017-18', '58.The 2017-18 revised estimate on government revenue is $612.4 billion, 20.6 per cent or $104.7 billion higher than the original estimate. This is due mainly to much higher-than-expected revenues from land premium and stamp duties.', '59.The revenue arising from the sale of several residential and commercial sites in the urban area and a sharp increase in the number of land exchange agreements concluded with developers, land premium increases by $62.6 billion to $163.6 billion or 62 per cent higher than the original estimate. As a result of heated trading in both the property and stock markets last year, the revenue arising from stamp duties would be $39.7 billion or 75 per cent higher than estimated, reaching $92.7 billion.', '60.As for government expenditure, I forecast a revised estimate of $474.4 billion, 3.5 per cent or $17 billion lower than the original estimate. This is mainly because the expenditure on certain initiatives, such as the Old Age Living Allowance (OALA) and the Low-income Working Family Allowance (LIFA), were lower than the original estimate.', '61.For 2017-18, I forecast a surplus of $138 billion. Fiscal reserves are expected to reach $1,092 billion by 31 March 2018 while the Housing Reserve will reach $78.8 billion.']"
11,"Budget Measures for 2018-19, Diversified Economy","['Budget Measures for 2018-19', 'Diversified Economy', ""62.Economic development increases income and enables us to improve people's livelihood and drive for society progress.""]"
12,Innovation and Technology,"['Innovation and Technology', '63.I&T is undoubtedly an economic driver in the new era.', ""64.To shine in the fierce I&T race amidst keen competition, Hong Kong must optimise its resources by focusing on developing its areas of strength, namely biotechnology, artificial intelligence, smart city and financial technologies (Fintech), and forge ahead according to the eight major directions set out by the Chief Executive. In order to achieve results, our targeted efforts must be underpinned by adequate resources.  In last year's Budget, I reserved $10 billion for supporting I&T development. This year, I will set aside an additional $50 billion."", 'Lok Ma Chau Loop', '65.Of this, $20 billion will be used on the first phase of the Hong Kong-Shenzhen Innovation and Technology Park in the Lok Ma Chau Loop for, inter alia, site formation, infrastructure, superstructure and initial operation. Given the scale of the development, it is estimated that the whole project will eventually cost far more than $20 billion. When the relevant planning studies are finished, we will make reference to the findings and provide additional resources in a timely manner so that the Park can come into operation as early as possible.', 'Innovation and Technology Fund', ""66.Besides, we will inject $10 billion into the Innovation and Technology Fund (ITF). The ITF's financial support for I&T development in Hong Kong has increased from about $700 million in 2013-14 to $1.5 billion in 2017-18. It is anticipated that the demand for funds will continue to increase. As our fiscal position is strong this year, I believe that a funding injection is opportune. The ITF will continue to support applied R&D work in Hong Kong with the additional resources."", 'Establishing Technology Research Clusters', ""67.I will also earmark $10 billion to support the establishment of two research clusters on healthcare technologies and on artificial intelligence and robotics technologies, to attract the world's top scientific research institutions and technology enterprises to Hong Kong for conducting more midstream and downstream R&D projects in collaboration with local universities and scientific research institutions. Such clusters will pool and nurture more technology talent in Hong Kong. I will provide financial support for non-profit-making scientific research institutions that will establish their presence in these two clusters."", 'Science Park', ""68.To reinforce the role of the Science Park as Hong Kong's flagship technology infrastructure, I will allocate $10 billion to the Hong Kong Science and Technology Parks Corporation (HKSTPC). Of this, about $3 billion will be used to construct research-related infrastructure and facilities, whereas the remaining $7 billion will be used for the HKSTPC to enhance support for its tenants and incubatees, and set up a Smart Campus in the Park, etc.."", 'Cyberport', '69.Moreover, I will allocate $200 million to Cyberport to enhance the support for start-ups and promote the development of digital technology ecosystem. Cyberport is going to launch an ""easy landing"" programme to attract multinational companies (including overseas and Mainland leading internet enterprises and Fintech companies) to set up offices and R&D units in Hong Kong. It will also roll out a new support scheme, offering financial assistance up to $200,000 for each eligible start-up to conduct market research and promotion, as well as participate in business missions, trade fairs and exhibitions, etc. outside Hong Kong. The financial assistance offered under Cyberport\'s incubation programme to individual start-ups will also increase by 50 per cent to $500,000.', 'E-sports', '70.In recent years, e-sports have been developing rapidly with tremendous potential. Last December, Cyberport completed a study on the promotion of e-sports in Hong Kong and made a number of recommendations. To promote the development of e-sports, I will allocate $100 million to Cyberport. The Cyberport Arcade will become a local e-sports and digital entertainment node providing a competition venue for e-sports. Support will also be provided for the e-sports sector in areas such as technological development and talent nurturing.', 'Encouraging Research and Development', '71.To encourage R&D, the Chief Executive announced in her Policy Address the provision of additional tax deduction for domestic expenditure on R&D incurred by enterprises. Enterprises will enjoy a 300 per cent tax deduction for the first $2 million qualifying R&D expenditure, and a 200 per cent deduction for the remainder. Drafting of the legislation and consultation have already commenced.', 'Promoting ""Re-industrialisation""', '72.I set up the Committee on Innovation, Technology and Re-industrialisation last April to promote re-industrialisation. The Data Technology Hub and the Advanced Manufacturing Centre under construction are expected to be completed in 2020 and 2022 respectively. We are also expanding the Science Park, which is expected to provide extra space for start-ups and other technology companies in two years. Moreover, the Hong Kong Productivity Council established an Inno Space last October to provide working space and technical support for start-ups, students and graduates to help them develop their innovative ideas into industrial design, which may subsequently be translated into products through prototyping.', 'Technology Voucher Programme', '73.In addition to the above new initiatives, the Government will also relax the eligibility criteria for the Technology Voucher Programme. All local enterprises, irrespective of size and duration of operation, may apply. This will enable more medium enterprises and start-ups to benefit from the Programme.', 'Innovation and Technology Talent', '74.We will earmark $500 million under the ITF to implement, in the second half of the year, the Technology Talent Scheme as announced in the Policy Address. One of the initiatives is to establish a Postdoctoral Hub programme to provide funding support for all eligible institutions to recruit postdoctoral talent. The Scheme will also provide funding to subsidise local enterprises on a matching basis for training staff on high-end technologies.', '75.While we foster the development of new industries, we should also strengthen the traditional industries where we enjoy clear advantages.']"
13,Financial Services Industry,"['Financial Services Industry', 'Financial Talent', '76.Hong Kong has long been leading Asia in financial services industry. Looking ahead, China will continue to take centre stage in driving global economic development. We must upgrade and enrich our pool of financial talent if we are to maintain our leading edge and firmly remain the most competitive financial centre in Asia.', '77.To this end, I have asked the Hong Kong Monetary Authority (HKMA) to make plans to set up an academy of finance in collaboration with the Financial Services Development Council, the financial sector, tertiary institutions, professional training bodies and regulators for promoting cross-sector expertise sharing and collaboration in applied research.', 'Listing Platform', ""78.The Financial Leaders Forum I chair has laid down the general principles on developing Hong Kong into a preferred listing platform for emerging and innovative enterprises. The new regime should be in place in the second quarter of this year after the Stock Exchange of Hong Kong (SEHK) has consulted the market on the proposed specific arrangements and the amendments to the Listing Rules. It will boost Hong Kong's competitiveness as a listing platform and attract listing applications from emerging and innovative enterprises, including large enterprises with weighted voting rights structure and pre-revenue biotechnology enterprises. We will ensure appropriate safeguards for investors and uphold the quality of our market under the new regime."", 'Developing Bond Market and Green Finance', '79.We have seen rapid growth in the Asian bond market in recent years, with US$300 billion worth of US dollar bonds issued in Asian economies other than Japan last year, 60 per cent more than 2016. We expect that the Asian bond markets will continue to expand. To encourage more investors and issuers from the Mainland, Asia and along the Belt and Road to participate in the Hong Kong bond market, the Government plans to launch an array of measures to enhance our competitiveness, including attracting corporate bond issuance, facilitating investors participation and broadening investment platform.', 'Pilot Bond Grant Scheme', '80.First, I propose to launch a three-year Pilot Bond Grant Scheme to attract local, Mainland and overseas enterprises to issue bonds in Hong Kong. The pilot scheme will cover eligible enterprises issuing bonds in Hong Kong for the first time. The amount of grant for each bond issuance is equivalent to half of the issue expenses, capped at HK$2.5 million. Each enterprise can apply for a grant for two bond issuances at most. The HKMA will announce the details in due course.', 'Qualifying Debt Instrument Scheme', '81.I also propose to amend the qualifying debt instrument scheme by increasing the types of qualified instruments. In addition to instruments lodged and cleared by the Central Moneymarkets Unit of the HKMA, debt securities listed on the SEHK will also become eligible. We will also extend the scope of tax exemption from debt instruments with an original maturity of not less than seven years to instruments of any duration. Under the enhanced scheme, Hong Kong investors will enjoy tax concession for interest income and trading profits derived from a more diverse range of debt instruments.', 'Government Bond Programme', '82.On developing retail bonds, I propose to continue the issuance of Silver Bonds in 2018 and 2019, targeting Hong Kong residents aged 65 or above.', 'Green Bond and Green Finance', ""83.To demonstrate the Government's commitment to promoting green finance, I propose to launch a green bond issuance programme with a borrowing ceiling of $100 billion. The sums borrowed will be credited to the Capital Works Reserve Fund to provide funding for green public works projects of the Government. The measure will encourage more issuers to arrange financing for their green projects through our capital markets. The Government will submit a resolution to the Legislative Council (LegCo) as soon as possible so that the inaugural government green bond can be issued in 2018-19."", '84.The Hong Kong Quality Assurance Agency launched the Green Finance Certification Scheme last month to provide third-party certification service for potential green bond issuers. We will introduce a Green Bond Grant Scheme to subsidise qualified green bond issuers in using the Certification Scheme.', 'Asset and Wealth Management', ""85.The Government has introduced a number of initiatives in recent years to sharpen the competitive edge of Hong Kong's fund industry and diversify the management platform. These initiatives include removing constraints in the existing legal structure, providing a more facilitating tax environment and expanding the distribution network. It is expected that the regime for open-ended fund companies to be used as a fund vehicle and the relevant tax exemption arrangements can commence operation later this year. Besides, we will review the existing tax concession arrangements applicable to the fund industry with regard to international requirements on tax co-operation. The Government will also examine the feasibility of introducing a limited partnership regime for private equity funds and the related tax arrangements."", 'Corporate Treasury Centres', '86.To attract multinational and Mainland enterprises to establish corporate treasury centres in Hong Kong, the Government will further amend the Inland Revenue Ordinance to extend the coverage of profits tax concession to specified treasury services provided by qualifying corporate treasury centres to all their onshore associated corporations.', 'Offshore Renminbi Business', ""87.Hong Kong maintains the world's largest offshore RMB liquidity pool. Apart from issuing RMB sovereign bonds in Hong Kong nine years in a row, the Ministry of Finance also issued US dollar sovereign bonds here last October. This is not only conducive to the development of the Hong Kong bond market, but also helps promote the integration of the Mainland financial market into the global market. We have provided profits tax exemption for non-RMB (including US dollar) sovereign bonds issued in Hong Kong by the Central People's Government so as to ensure that Hong Kong continues to be the premier platform for our country to issue sovereign bonds in different currencies. Moreover, to promote mutual market access between Hong Kong and the Mainland, we will continue to explore the possibility of including a wider range of investment products in the two-way mutual access mechanism."", 'Faster Payment System and Virtual Banks', '88.The HKMA is prepared to launch a Faster Payment System offering 24-hour real-time payment function. This will allow banks and Stored Value Facility service providers to provide real-time, round-the-clock, cross-institution payment and fund transfer service to their business and personal customers.', '89.Moreover, since virtual banks are considered commercially and technically viable based on overseas experience, the HKMA is consulting the industry on reviewing and amending the relevant guidelines, and will make the best endeavour to issue licences within this year.', 'Insurance Industry', ""90.I will ask the Insurance Authority to explore ways of enhancing Hong Kong's competitiveness as an insurance hub, including tax arrangements and other regulatory requirements, in collaboration with the industry."", 'Annuity Scheme', ""91.The Hong Kong Mortgage Corporation Limited (HKMC) will launch a Life Annuity Scheme in the middle of this year. Purchasers will only have to pay a lump sum in exchange for a stable flow of monthly income. In view of the community's positive response to the Scheme, the HKMC will actively consider increasing its issuance size."", '92.Deferred annuity products are already available in the market. They can be purchased by means of contributions, allowing greater flexibility in the amount and duration of payment. To encourage the development of the deferred annuity market, thereby offering more options to people in making financial arrangements for retirement, I will ask the Insurance Authority to issue guidelines, and enable all deferred annuity products available in the market meeting the guidelines to enjoy tax concessions.', '93.As contributions made to such financial products for retirement protection are similar in nature to voluntary contributions made to the Mandatory Provident Fund (MPF), the proposed tax concessions will be applicable to MPF voluntary contributions. To meet the long-term saving objective for retirement protection, voluntary contributions which have enjoyed tax deduction will be transferred to the mandatory contribution accounts, and subject to the same withdrawal restrictions on mandatory contributions.', 'Dedicated Provision for Development of FinancialServices Industry', '94.I have set aside a dedicated provision of $500 million for the development of the financial services industry in the coming five years, providing necessary support for bond market development, Fintech, green finance, manpower training and other aspects of financial services.']"
14,Trading and Logistics Industry,"['Trading and Logistics Industry', '95.Expanding our Free Trade Agreement (FTA) and Investment Promotion and Protection Agreement (IPPA) networks would help Hong Kong businesses and investors open up new markets, protect their overseas investments and attract foreign investors to Hong Kong. In addition to signing the Closer Economic Partnership Arrangements (CEPA) with the Mainland and Macao, we have forged four FTAs and 20 IPPAs with other economies. The signing of Comprehensive Avoidance of Double Taxation Agreements (CDTAs) not only will benefit our businessmen, but will also attract more enterprises to use Hong Kong as their base for overseas investments. The Government has so far concluded CDTAs with 38 tax jurisdictions.', '96.We will actively seek to sign FTAs, IPPAs and CDTAs with other economies, including those along the Belt and Road, to fortify our position as an international trade and investment hub.', '97.As a ""facilitator"" and a ""promoter"" for economic development, the Government will be more proactive in strengthening and consolidating Hong Kong\'s edge as a trading and logistics hub. The Government will actively enhance the supporting infrastructure to increase the handling capacity of both air and maritime cargo, with a view to moving the trading and logistics industry up the value chain.', ""98.On air transport, the Hong Kong International Airport (HKIA) has been the world's busiest cargo airport for seven years in a row. The cargo it handled accounted for about 1.6 per cent of total cargo volume by weight, but 40 per cent of imports and exports by value."", '99.Situated at the heart of Asia, the HKIA boasts a vast global network. This, together with its proximity to the Pearl River Delta and the Bay Area as well as the imminent commissioning of the Hong Kong-Zhuhai-Macao Bridge (HZMB), promises ample opportunities for our air cargo industry. The booming of global e-commerce has generated demands for cross-border logistics and delivery services, particularly air delivery and transhipment services. In December 2017, the Airport Authority Hong Kong (AA) made available a site of around 5.3 hectares at the South Cargo Precinct of the Airport Island to develop a modern air cargo logistics centre.', ""100.We are actively considering the redevelopment of the Air Mail Centre at the HKIA, which has been operating for 20 years. The Centre will be equipped with modern facilities to significantly enhance its efficiency and capacity. For fiscal planning, I have set aside $5 billion for the project. In addition, we are engaging with the AA and other postal authorities to explore collaboration with a view to maximising the use of the centre's transit handling capability to foster cross-border logistics and trading activities."", ""101.Our strategic objective is to develop Hong Kong into a trading, storage, logistics and distribution hub for high-value goods such as pharmaceuticals. Between 2014 and 2016, pharmaceuticals handled by the HKIA grew by over 30 per cent. The AA and the industry will continue to proactively enhance the HKIA's capacity to handle high-value temperature-controlled goods and adopt the necessary temperature control facilities to cater for the special needs in handling such goods."", ""102.Hong Kong is a free port. As we upgrade our facilities, we will also move ahead with times and review existing measures timely with a view to facilitating the trade and attaining the greatest economic benefits. At present, trade declaration is not required for transhipment cargo via Hong Kong, and the level of declaration charges for imports and exports are kept at a low level. To encourage the trading and logistics industry to move up the value chain, the Government will cap the charge for each declaration at $200, so as to further lower the cost of importing and exporting high-value goods to and from Hong Kong, and enhance Hong Kong's advantage as a trading hub. The measure is expected to save the trade $458 million per year and benefit about 900 000 cases."", '103.The Hong Kong Maritime and Port Board was established in 2016 to foster the development of our maritime and port sectors and high-value-added maritime services. The Transport and Housing Bureau is now working with the sector to map out strategies and explore measures that will facilitate the development of the maritime industry in Hong Kong. The Government will continue to devote resources to promote our maritime industry. Invest Hong Kong (InvestHK) will also set up a dedicated team to strengthen promotion to attract more renowned maritime enterprises to operate in Hong Kong.']"
15,Tourism,"['Tourism', '104.We strive to develop Hong Kong into a world-class premier tourism destination to ensure the healthy and sustainable development of the industry.', ""105.I will allocate an additional $396 million to the tourism industry in the new financial year, of which $226 million will be provided for the Hong Kong Tourism Board (HKTB) to implement the Development Blueprint for Hong Kong's Tourism Industry released by the Tourism Commission last year."", '106.The Development Blueprint sets out four development strategies, namely (1) to develop a diversified portfolio of visitor source markets for Hong Kong, with a focus on attracting high value-added overnight visitors; (2) to nurture and develop tourism products and initiatives with local and international characteristics; (3) to develop smart tourism; and (4) to upgrade the service quality of our tourism industry. Highlights include:', '107.I will also allocate a total of $310 million in the next few years to support the Ocean Park in developing education and tourism projects. For the benefits of local students, the Ocean Park will distribute 10 000 complimentary admission tickets to primary and secondary school students in the coming year.', '(a)supporting the trade in exploring tourism business opportunities arising from the Belt and Road Initiative, the development of the Bay Area, as well as the commissioning of the Guangzhou-Shenzhen-Hong Kong Express Rail Link (XRL) and the HZMB, including organising a tourism forum under the themes of the Belt and Road and the Bay Area with a business matching conference in collaboration with the HKTB;(b)providing new experience for visitors by incorporating design elements and making use of I&T application as well as light and art installations that blend with district characteristics at major tourist spots;(c)promoting green tourism by enhancing supporting facilities at popular hiking trails and those with good tourism potentials; and(d)allocating an additional funding of $30 million to the Travel Industry Council of Hong Kong for enhancing the Pilot Information Technology Development Matching Fund Scheme for Travel Agents.']"
16,Business and Professional Services,"['Business and Professional Services', '108.The Government is committed to expanding its network of Economic and Trade Offices (ETOs). At present, we have 12 overseas ETOs. To enhance trade relations with the Association of Southeast Asian Nations (ASEAN), open up the emerging opportunities there, as well as actively participate in and support the Belt and Road Initiative, the Chief Executive announced that an ETO would be set up in Thailand. We are in close liaison with the Thai government to this end. Regarding our proposal to set up new ETOs in countries including Korea, India, Russia and the United Arab Emirates, we are actively following up with the governments concerned.', ""109.The Government has launched the Professional Services Advancement Support Scheme to provide funding support for business and professional organisations, thereby facilitating external promotion and enhancement of Hong Kong's professional services. I encourage the professional services sector to work with other sectors in applying for funding and exploring new business opportunities."", 'Support for Small and Medium Enterprises', '110.Hong Kong is home to about 330 000 small and medium enterprises (SMEs), accounting for over 98 per cent of the total number of local enterprises. To help SMEs, including start-ups, grasp economic opportunities and boost their competitiveness, I will enhance the current funding schemes as follows:', 'ExternalPromotion', '111.The Information Services Department, our ETOs overseas and in the Mainland, InvestHK and the HKTDC will strengthen collaboration and take a more proactive approach in promoting our advantages overseas and attracting investments to Hong Kong.', '(a)injecting $1.5 billion into the Dedicated Fund on Branding, Upgrading and Domestic Sales (BUD Fund);(b)injecting $1 billion into the SME Export Marketing and Development Funds;', ""(c)extending the geographical scope of the Enterprise Support Programme under the BUD Fund from the Mainland to include the ASEAN countries. The respective cumulative funding ceiling for enterprises undertaking projects in the Mainland and ASEAN markets will be $1 million;(d)increasing the cumulative funding ceiling for enterprises under the SME Export Marketing Fund from $200,000 to $400,000, and removing the existing condition on the use of the last $50,000 of grants;(e)extending the application period for the special concessionary measures under the SME Financing Guarantee Scheme to 28 February 2019; and(f)in the five financial years from 2018-19, providing a total of $250 million additional funding to the Hong Kong Trade Development Council (HKTDC) for assisting local enterprises (SMEs in particular) in seizing opportunities arising from the Belt and Road Initiative and the Bay Area development, promoting the development of e-commerce, and enhancing Hong Kong's role as a premier international convention, exhibition and sourcing centre.""]"
17,Construction Industry,"['Construction Industry', ""112.Despite its acclaim for high efficiency, Hong Kong's construction industry must continue to upgrade through wider adoption of innovative technology to enhance productivity, built quality, environmental performance and site safety. The Construction Industry Council (CIC) established the Construction Innovation and Technology Application Centre last year, leading the industry to embrace innovation through collecting, exhibiting and experiencing the latest construction technologies and applications."", '113.Starting this year, the Government will adopt building information modelling (BIM) technology in the design and construction of major government capital works projects. The CIC will formulate BIM technical standards, help equip the industry and encourage the use of such technology in private works projects.', '114.Furthermore, we are now assisting the industry in establishing large-scale, highly automated steel reinforcing bar prefabrication yards. The Government will also take the lead in piloting Modular Integrated Construction (MiC) in public projects. We are considering extending the current gross floor area concessions for promoting green and innovation buildings to cover buildings adopting MiC. We are also conducting studies on relevant manufacturing facilities to promote the wider use of such a construction method in Hong Kong.', 'Construction Innovation and TechnologyFund', '115.I propose to set up a $1 billion Construction Innovation and Technology Fund to boost the capacities of enterprises and practitioners in the construction industry to adopt new technology, and support the industry to harness innovative technology. Eligible contractors, registered sub-contractors and consultants can apply for financial support from the Fund to acquire the software and hardware as well as to nurture the expertise required for using local and overseas innovative construction technologies, such as BIM, steel reinforcing bar products produced in local prefabrication yards and MiC when carrying out construction projects. The Fund will also support students and practitioners of the construction industry to receive training on innovative construction technologies.']"
18,Creative Industries,"['Creative Industries', '116.Since 2009, the Government has injected a total of $1 billion into the CreateSmart Initiative (CSI). In the new financial year, the Government intends to inject another $1 billion into the CSI to strengthen support for the development of the creative industries, especially in nurturing youths and helping start-ups, and also to enable the Hong Kong Design Centre to implement initiatives to enhance public understanding of the value of creativity and design.']"
19,Manpower Training,"['Manpower Training', '117.Talents are essential elements for economic development and social progress. The Government must invest heavily in nurturing talent; provide diversified learning, training and development opportunities; and create employment and business start-up opportunities with good prospects for our young people.']"
20,Education,"['Education', '118.Upon taking office, the current-term Government has pledged to increase recurrent expenditure on education by $5 billion, of which $3.6 billion has been approved by the LegCo.', '119.I propose to commit an additional recurrent expenditure of $2 billion to achieve quality education. The initiatives to be launched include enhancing the professional development of teachers, strengthening support for kindergartens, reviewing and improving integrated education, and supporting schools in enhancing promotion of life-wide learning.', '120.I also propose to allocate $2.5 billion for launching the eighth round of Matching Grant Scheme to help the ten publicly-funded post-secondary institutions tap more funding sources, promote community involvement and improve the quality of education.', '121.Furthermore, the Government will invite the Quality Education Fund Steering Committee to consider allocating $3 billion for application by primary and secondary schools, kindergartens and special schools, through simplified procedures, for launching school-based curriculum development and student support measures, as well as the relevant school improvement works and procurement of supplies.', '122.I will also make an additional provision of $2 billion to expedite installation of lifts for public sector schools as needed to build barrier-free campuses.', '123.In the 2018/19 school year, I will regularise the Pilot Scheme on Promoting Interflows between Sister Schools in Hong Kong and the Mainland, under which participating schools will receive a grant of $150,000 per annum. The additional annual expenditure is expected to be around $170 million.', '124.To cater for students with care needs, the Government will increase the nursing support of schools for children with intellectual disability, schools for children with physical disability and schools for children with visual impairment cum intellectual disability. Nurses will also be provided for schools for children with visual impairment as well as schools for children with hearing impairment. The additional annual expenditure is expected to be around $26 million.', '125.I propose to inject $800 million into the Gifted Education Fund in 2018-19 to enhance the development of gifted students. Another $800 million will be injected into the HKSAR Government Scholarship Fund to increase the number of scholarships starting from the 2019/20 academic year to incentivise students to pursue excellence in both academic and non-academic areas.', '126.As the Hong Kong Jockey Club Life-wide Learning Fund is coming to an end, I will earmark $2.5 billion to set up a new Student Activities Support Fund. The Fund will continue to provide support for students with financial needs to participate in life-wide learning activities for whole-person development.', '127.Since the 2014/15 academic year, we have implemented the Pilot Training and Support Scheme through the Vocational Training Council to provide quality and diversified vocational and professional education and training for young people. The Scheme will continue to be implemented in the 2018/19 academic year. I will provide adequate resources to regularise the Scheme. The Education Bureau will review the implementation of the Scheme this year to finalise the regularisation arrangements.']"
21,Continuing Education,"['Continuing Education', '128.To encourage members of the public to pursue self-enhancement, the Government will raise the subsidy ceiling of the Continuing Education Fund (CEF) from $10,000 to $20,000 per applicant. Those who once opened a CEF account may also benefit from this initiative. In parallel, we will extend the upper age limit for CEF applicants to 70, lift the restrictions on the validity period and the number of claims, and expand the scope of the CEF to include all courses in the Qualifications Register. I will further inject an additional $8.5 billion into the CEF. It is expected that a total of about 610 000 recipients will benefit from the enhancements.']"
22,Youth Development,"['Youth Development', ""129.Youth development has a significant bearing on the future of Hong Kong. We will set up the Youth Development Commission in the first half of this year. Chaired by the Chief Secretary for Administration, the Commission will promote youth development in a more holistic manner and address young people's concerns about education, career pursuit, home ownership, public policy discussion and debate and participation in politics. I will set aside $1 billion to support the work of the Commission, with a view to giving young people more room to unleash their potential and more opportunities for upward mobility.""]"
23,Enhancing Liveability,"['Enhancing Liveability', '130.We will make good use of our resources and invest for the future to enhance the quality of life, with a view to building Hong Kong into a more ideal place for living and working.']"
24,Land Resources,"['Land Resources', 'Land for Housing', '131.Land and housing supply has been a long standing problem in Hong Kong. The Government has been making every effort to identify land and boost housing supply. Over the past few years, through land use reviews, we have identified over 210 sites with housing development potential in the short to medium term. The sites can provide a total of more than 310 000 flats, of which about 70 per cent will be for public housing. The majority of these sites require the completion of feasibility studies and necessary procedures (including planning, consultation, rezoning, funding acquisition, land resumption, clearance, reprovisioning and site formation) before they are ready for housing construction.', '132.As for the actual supply of housing units, the estimated public housing production for the next five years is about 100 000 units, of which about 75 000 are public rental housing units and about 25 000 are subsidised sale flats. On private housing flats, based on the preliminary estimation, the private sector will, on average, complete about 20 800 residential units annually in the next five years, representing an increase of about 50 per cent over the past five years.', ""133.Including the 15 sites rolled over from 2017-18, the 2018-19 Land Sale Programme comprises a total of 27 residential sites capable of providing about 15 200 residential units. Together with railway property development projects, the Urban Renewal Authority's projects and private development/redevelopment projects, the potential land supply for the whole year is expected to have a capacity to produce about 25 500 units. The Development Bureau will announce tomorrow the Land Sale Programme for the next financial year."", '134.In the short to medium term, we will provide about 380 000 residential flats in total by rezoning sites, increasing development density as appropriate, and taking forward projects at the Kai Tak Development Area and Anderson Road Quarry, railway property development projects and urban renewal projects. As for the medium to long term, we will press ahead with a number of projects in new development areas and railway property development projects such as Siu Ho Wan, in order to provide about 220 000 residential units. Of these projects, reclamation works of the Tung Chung New Town Extension have started. The 130 hectares of land to be formed is expected to provide some 49 000 residential units from 2023-24 in phases.', 'Industrial/Commercial Land', '135.The Government will continue to increase the supply of commercial floor area through various means. Apart from releasing approximately 560 000 square metres of commercial/office floor area through reprovisioning the existing government facilities in the two action areas in Kwun Tong and Kowloon Bay, it is expected that a number of commercial sites located at the Kai Tak Development Area, above the terminus of the Hong Kong Section of the XRL, and at the new Central Harbourfront, Caroline Hill Road, Queensway Plaza and Sai Yee Street, etc. will also be put up for sale in the next few years. These sites will provide a total floor area of about 1.1 million square metres. Among these sites, four commercial/hotel sites will be included in the 2018-19 Land Sale Programme, capable of providing about 530 000 square metres of floor area.', 'Long-term Development', '136.The Task Force on Land Supply will launch a public engagement exercise in the first half of this year to discuss with all sectors of the community the options and priorities for increasing land supply. Recommendations will be submitted to the Government by the end of this year.', 'Optimising the Use of Government Land', '137.At present, vacant government sites or school premises are available for use by non-governmental organisations (NGOs) through short-term tenancies. However, since these sites may have been left idle for a long time, restoration or other works are required before they can be put to use. I will set aside $1 billion to subsidise the costs of basic works of eligible projects, and co-ordinate the efforts of government departments in providing technical advice to the user organisations to make better use of these vacant government sites and school premises.', '138.We will also pursue the ""single site, multiple use"" model in multi-storey developments on ""Government, Institution or Community"" sites. One example is the proposed redevelopment of Tuen Mun Clinic. With a view to optimising land use, our initial thinking is to reprovision and consolidate the existing healthcare and other government services in the new high-rise building where elderly care facilities needed in the district will also be provided.']"
