,Title,Content
10,[Innovation and Technology Industry],"['55.To tie in with economic restructuring, even knowledge-based and high value-added industries need to progress with the times. Pursuing innovation and making good use of technology will not only facilitate development of industries, but also help raise the productivity of all sectors.', ""56.Government aims to provide an enabling environment and proper financial support for universities, research and development (R&D) organisations and industry to conduct research and commercialise their innovations. In 2012, Hong Kong's total R&D expenditure amounted to around $15 billion, of which more than half came from the public sector. We shall accelerate technology transfer of upstream R&D results to translate more innovations into commercialised midstream and downstream R&D products or services."", '57.The Innovation and Technology Fund (ITF) has been supporting applied R&D and is constantly being refined to nurture an environment conducive to innovation and technology in Hong Kong. Established 15 years ago, the ITF has funded more than 3 600 projects with about $8 billion. To further enhance the application and commercialisation of R&D results, we shall introduce two new measures –', '58.These two measures are intended to further boost R&D investments and commercialisation activities among private companies at home and attract those from abroad to bring their R&D departments to our city, hence creating a more diversified ecology for innovation and technology.', '59.I am happy to see the mushrooming of start-ups in Hong Kong over the last few years. Although no new business could guarantee success, more favourable environment will certainly help translate more new ideas into business opportunities.', '60.Government will create a better ecological environment for technology start-ups in collaboration with local R&D institutions and universities. The ITF will provide an annual funding of up to $24 million to the six designated universities to provide seed money for R&D projects that they recommend, encouraging their students and teachers to start downstream R&D businesses and commercialise their R&D results.', '61.The Hong Kong Science and Technology Parks Corporation, Cyberport and Hong Kong Design Centre will continue to provide various incubation programmes and support services for the start-ups, such as shared workspace, business knowledge training, business liaison and interflow, and investment matching activities. All these aim to help start-ups tide over the difficulties encountered in the initial stage of their business and grow further. The ""StartmeupHK"" portal of Invest Hong Kong provides start-ups with an information and exchange platform. To cater for innovation and technology start-ups in particular, Government will soon launch an interactive portal to pool stakeholders in the start-up ecosystem to promote their inventions and innovations to attract funding.', '62.The Chief Executive, in his Policy Address, proposed to set up an Innovation and Technology Bureau as a centralised body to co-ordinate and promote innovation and technology policy. The proposal is widely supported by the industry, and I look forward to its early implementation.', '(a)setting up an Enterprise Support Scheme (ESS) to replace the Small Entrepreneur Research Assistance Programme.The ESS will provide funding support for R&D activities of private sector companies, irrespective of size, with the funding ceiling for each project raised from $6million to $10million.While the recipient company must bear at least half of the cost, it may retain all the intellectual property rights of the project; and', '(b)extending the scope of funding to development work and system integration, industrial design, compliance testing and clinical trials.This will render stronger support to downstream R&D and commercialisation activities, allowing full exploitation of the technological edge of local industries.']"
11,[Pillar Industries],"[""63.The four pillar industries recorded a cumulative growth of 84 per cent over the past ten years up to 2012, exceeding the overall economic growth for the same period. They currently employ over 1.7 million people, or almost half of the total labour force, and contribute close to 60 per cent of GDP. They are the linchpin of Hong Kong's economy.""]"
12,[Trading and Logistics Industry],"['64.Hong Kong is the ninth largest trading entity in the world with a sophisticated trading and logistics industry. In 2013, visible trade, including re-exports, domestic exports and imports of goods, amounted to over $8.2 trillion, approaching four times of GDP.']"
13,[Market Access],"[""65.We have strived to open up new markets for Hong Kong's enterprises by fostering closer ties at G2G level, and protect the interests of business people through trade agreements. The ten member states of the Association of Southeast Asian Nations (ASEAN), which enjoy rapid economic growth, are Hong Kong's second largest trading partner in terms of goods and fourth largest in terms of services. We shall vigorously pursue the upcoming negotiations of a free trade agreement with ASEAN."", '66.We have signed 17 Investment Promotion and Protection Agreements so far. The negotiations with Bahrain and Myanmar were concluded last year, and those with Russia and Chile will proceed this year.', ""67.We shall continue to help Hong Kong enterprises develop once again the traditional European and American markets, which are on their way to recovery. The relevant Hong Kong Economic and Trade Offices and the Hong Kong Trade Development Council (HKTDC) have organised large-scale promotional events, arranged exchange visits and explore other means to promote bilateral trade and investment, and encouraged European and American enterprises to capitalise on Hong Kong's position as the gateway to the Asia-Pacific market. All these activities seek to secure the best opportunities for the Hong Kong business sector."", ""68.Hong Kong has always been a staunch supporter of the multilateral trading system. At the end of last year, the World Trade Organization (WTO) held the Ninth WTO Ministerial Conference in Bali, Indonesia, and reached the first-ever multilateral trade agreement since its establishment. As Chairman of the Sixth Ministerial Conference, I am deeply encouraged. This trade agreement will rationalise the import/export and customs formalities and procedures of over 150 WTO members. It will help reduce costs and bring economic benefits worth around US$1 trillion. Hong Kong's importers and exporters as well as the logistics industry will stand to benefit directly while enterprises in general can also achieve cost savings in customs clearance when exporting their products.""]"
14,[High Value-added Logistics Services],"[""69.Faced with competition from neighbouring regions, Hong Kong's trading and logistics industry has been developing towards the provision of high value-added services in recent years in such areas as inventory management, regional distribution and global supply chain management. Airfreight throughput kept scaling new heights. Despite its tiny one-per cent share in total trade volume, air cargo accounts for over one-third of our total trade in value terms."", ""70.To dovetail with the latest developments of the airfreight logistics industry, the AA is planning and developing relevant sites on the Airport Island. Hong Kong has registered the world's largest international air cargo throughput for years, and the AA keeps upgrading the airport's facilities. A new air cargo terminal was fully commissioned last October, and the midfield development project scheduled for completion in 2015 will provide a new passenger concourse with an additional 20 aircraft parking stands and other ancillary facilities."", '71.Over the past three years, we have released three logistics sites with a total floor area of 280 000 square metres at Tsing Yi. We are conducting technical assessments for the ten hectares of land reserved at Tuen Mun West to ascertain its feasibility for developing into modern logistics facilities.', '72.Scattered throughout the New Territories, many ""brownfield sites"" are being used for port backup, container vehicle parking and open storage purposes, etc. Although such services are in demand, the potential of these sites has not been maximised. I have asked relevant policy bureaux and departments to explore feasible improvement measures, including accommodating some of these operations in suitable multi-storey buildings. We are proactively studying the consolidation of the existing backup sites for the port and logistics industry around Kwai Chung and Tsing Yi Container Terminals, to facilitate the development of the logistics industry and enhance the efficiency of the Hong Kong Port, and at the same time, better utilise the valuable land resources.']"
15,[Financial Services],"[""73.The financial services industry contributes 15.9 per cent of Hong Kong's GDP. Its per capita value added, at $1.4 million, is the highest among all pillar industries. The financial services industry helps spur the development of Hong Kong's economy as a whole as it not only benefits its 230 000-strong direct workforce, but also indirectly creates plenty of employment opportunities in related sectors, such as legal, accounting and IT services, and support the operation of other industries.""]"
16,[Offshore Renminbi Business Centre],"[""74.Hong Kong is the world's largest offshore Renminbi (RMB) business centre. At the end of last year, RMB deposits and outstanding RMB certificates of deposits totalled more than RMB 1 trillion, accounting for 70 per cent of the offshore pool of RMB liquidity. RMB trade settlement conducted through Hong Kong banks last year exceeded RMB 3.8 trillion, with a year-on-year increase of 45 per cent. The average daily turnover on Hong Kong's RMB RTGS system has posted a remarkable increase of nearly 100 fold from RMB 5 billion in 2010 to RMB 500 billion at end-2013. In the past few years, the RMB transactions conducted between local and overseas banks have increased substantially. The amounts due to and due from overseas banks have each increased significantly by more than eight times, from less than RMB 20 billion at end-2010 to some RMB 160 billion."", '75.The RMB Qualified Foreign Institutional Investors (RQFII) Scheme was further expanded last year, bringing the total investment quota to RMB 270 billion, exceeding the aggregate quota of all other offshore RMB centres. The RQFII Scheme facilitates the launch of more innovative and diversified RMB investment products in Hong Kong to promote two-way flow of RMB funds between the Mainland and Hong Kong.', '76.The Ministry of Finance issued sovereign bonds in Hong Kong twice last year, totalling RMB 23 billion, and offered for the first time sovereign bonds of 30-year tenor. This demonstrates the regularisation of the issuance of RMB sovereign bonds in Hong Kong by the Central Government.', ""77.The proposals in the Mainland's blueprint for the deepening of reforms include further opening up the financial industry and the capital markets both domestically and externally. We shall continue to support our country's accelerated drive to realise capital account convertibility and internationalisation of the RMB by acting as a bridge between our nation and the rest of the world, and serving as a platform for Mainland funds and enterprises to reach out to the international market."", ""78.The world's financial centres are developing offshore RMB business. Hong Kong, with its first-mover advantage, is well-positioned to provide RMB services to overseas financial institutions at the wholesale level. At the same time, we should strengthen our existing services, including RMB trade financing, RMB-denominated financial products and cross-border reinsurance, direct cross-border investment from the Mainland, asset management and fund development. Consensus has been reached between the Securities and Futures Commission and relevant Mainland authorities on the mutual recognition of funds. On implementation, this arrangement will further promote the diversification of fund products in the Mainland and Hong Kong.""]"
17,[Asset Management],"[""79.Hong Kong's wealth and asset management business has been growing exponentially, ranking top in Asia. At end-2012, there were 45 banks operating private wealth management business in Hong Kong. The assets under management of these banks and other fund managers recorded year-on-year growth of 40 per cent, reaching a record high of $12.6 trillion."", ""80.In last year's Budget, I proposed to allow private equity funds also to enjoy tax exemption for offshore funds to attract them to expand their business in Hong Kong. We have completed an industry consultation and shall take forward the legislative work as soon as possible. As for my proposal on introducing an open-ended fund company structure to attract more funds to establish in Hong Kong, relevant regulatory frameworks have been drawn up and consultation will begin next month."", '81.In 2010, I extended the stamp duty concession to cover exchange traded funds (ETFs) that track indices comprising not more than 40 per cent of Hong Kong stocks. The number of ETFs listed in Hong Kong have since seen a substantial increase from 69 at end-2010 to 116 at the end of last year. The daily average turnover of ETFs also increased from $2.4 billion to $3.7 billion, making Hong Kong one of the largest ETF markets in the Asia-Pacific region. I propose to waive the stamp duty for the trading of all ETFs, so that the trading cost of ETFs with a higher percentage of Hong Kong stocks in their portfolios can be reduced as well. This will help promote the development, management and trading of ETFs in Hong Kong.', '82.Hong Kong is a popular platform for multinational enterprises to manage their global or regional treasury functions. To draw more of these functions to Hong Kong and to enhance our strengths in financial and professional services, I have asked the Financial Services and the Treasury Bureau (FSTB) to set up a task force in collaboration with the HKMA. The task force will review the requirements under the Inland Revenue Ordinance for interest deductions in the taxation of corporate treasury activities, and clarify the criteria for such deductions. It will come up with concrete proposals within one year.']"
18,[Local Bonds],"['Local Bonds', ""83.Compared with RMB business and asset management, the development of Hong Kong's bond market has a slower start. One reason is that the Hong Kong-US dollar peg prompts enterprises to raise funds in the more mature and more-liquid US bond market. Another is that the sound fiscal health of Government precludes the need for raising funds through bond issuance. Nevertheless, developing the local bond market is important for consolidating Hong Kong's status as an international financial centre."", '84.We introduced the Government Bond Programme (GBP) in 2009 to expand the base of investors. We have implemented measures under the GBP to allow market makers to acquire institutional bonds with varying maturities more easily. This will give institutional investors further flexibility and promote the development of the secondary bond market. Separately, we have introduced the relevant bill to enable the issuance of Islamic bonds under the GBP, in order to encourage more issuers to raise funds through the financial market of Hong Kong.', '85.In view of the enthusiastic public response to inflation-linked retail bonds (iBond) issued by Government and the prevailing low interest rates of the Hong Kong dollar, I propose another iBond issue of up to $10 billion with a maturity of three years. This issue will target Hong Kong residents. Interest will be paid to bond holders once every six months at a rate linked to the inflation rates of the last half-year period. The HKMA will announce the details in due course.']"
19,[Tourism],"[""86.Tourism has been making immense contribution to Hong Kong's economy. In 2013, visitors to Hong Kong exceeded 50 million, an increase of 11.7 per cent over 2012. Total spending went up by 14.8 per cent to $340 billion. Tourism, making up 4.7 per cent of GDP and employing over 250 000 people, has been driving the growth of many other industries, such as retail, catering and transport. I appreciate that an excessive number or over-concentration of visitors may exert pressure on our society. Government should strive to ensure that there is sufficient capacity to receive visitors."", '87.In order to attract high-spending visitors to Hong Kong, thus bring about more economic benefits from tourism, we should continue to upgrade our tourist facilities, host attractive mega events and maintain an adequate supply of high-end hotel accommodation.', '88.On tourist facilities, the construction of the waterpark at Tai Shue Wan in the Ocean Park and the ""Iron Man Experience"" in the Hong Kong Disneyland has commenced by phases. The terminal building and the first berth of the Kai Tak Cruise Terminal came into operation last June. Cruise lines and passengers have found the Terminal\'s facilities and services satisfactory. With construction works now in the final stage, the second berth is planned to be commissioned this year. ""Kai Tak Fantasy"" ― International Ideas Competition on Urban Planning and Design is now under way, and it is our target to develop the site into a spectacular world-class tourism, entertainment and leisure hub.', '89.As for hotels, Government is pressing ahead with the infrastructure works at the southern end of the runway and south apron of the former Kai Tak Airport. We are identifying feasible ways for the gradual release of the six sites facing Victoria Harbour within the ""hotel belt"" adjacent to the Kai Tak Cruise Terminal to the market starting from the end of next year. These prime sites can be developed into a distinctive hotel cluster with five-star accommodation as well as gourmet and entertainment facilities.', '90.The hotel project at the Murray Building site has been successfully tendered. Upon commissioning, this hotel, together with the Ocean Hotel in the Ocean Park and the third hotel in the Hong Kong Disneyland, will provide altogether over 1 500 rooms, offering more diverse and novel choices of quality hotel accommodation.', '91.Overnight business travellers are our prime targets. According to the Hong Kong Tourism Board (HKTB), the total spending of visitors attending conventions and exhibitions in Hong Kong reached $16.3 billion in 2013. Their per capita spending was close to $10,000, 21 per cent more than that of other overnight visitors.', '92.As our neighbouring cities have been proactive in drawing convention and exhibition visitors in recent years, we must adjust our strategies from time to time. I shall allocate an additional $45 million for the HKTB to provide more attractive and targeted services and concessions for organisers and participants of conventions and exhibitions of various scales and types in the coming three years. Meanwhile, Government is studying the demand for convention and exhibition facilities in Hong Kong in the next 15 years.', ""93.We have to keep enriching our cultural, art and sports programmes which will, apart from enabling local residents to enjoy more, refresh our city's appeal to overseas visitors and attract them to come back again at different times. We shall provide additional funding of $50 million to the HKTB in the coming two years to strengthen even further its popular events, such as the Wine and Dine Festival, the New Year Countdown Celebrations and the Chinese New Year Night Parade. One way to do so is to introduce 3D projection mapping technology to help showcase the magnificent night view of the Victoria Harbour during mega events. Residents and visitors alike can enjoy this projection mapping show as part of the year-end festivities in 2014. We shall continue to seek to host mega events, including through financial support from the Mega Events Fund, on the Victoria harbourfront for the enjoyment of residents and visitors.""]"
20,[Business and Professional Services],"['94.Hong Kong has one of the most advanced services industry in the world. Professional services and other producer services contribute 13 per cent of GDP and employ about 500 000 people. The professional services industry in particular recorded high growth in recent years, contributing nearly five per cent of GDP. Government will continue to strengthen G2G ties with its Mainland and overseas counterparts, secure more liberalisation measures and forge more free trade agreements to help Hong Kong service industries access external markets, especially the Mainland market, under more favourable conditions.']"
21,[Closer Economic Partnership Arrangement],"['95.In 2011, the Central Government announced the objective of achieving basically liberalisation of trade in services between the Mainland and Hong Kong through the Closer Economic Partnership Arrangement (CEPA) by the end of the National 12th Five-Year Plan period. HKSAR Government is working closely with the Ministry of Commerce, striving to further open up the Mainland market to Hong Kong. We shall work with Guangdong Province, aiming at early achievement of basic liberalisation of trade in services between Hong Kong and Guangdong this year.']"
22,[Trade in Services Agreement],"[""96.To tap into the services markets outside the Mainland, Hong Kong is actively participating in the plurilateral Trade in Services Agreement negotiations. We aim to reach a high-standard WTO plus agreement to secure better market access for our service industries. 22 other parties are taking part in the negotiations, including eight of our top ten service trading partners. These participating economies account for half of Hong Kong's trade in services.""]"
23,[Cross-boundary Professional Services],"[""97.In recent years, arbitration and mediation have become the mainstream modes of resolving international commercial disputes. Building on our robust legal system and tradition, Government has all along been actively promoting Hong Kong's legal and arbitration services, and making its best efforts to advocate and develop mediation services, with a view to enhancing Hong Kong's position as an international legal and dispute resolution services centre in the Asia-Pacific region."", '98.Last year, we completed the reform to modernise our trust law, making our trust services industry more competitive. Government will work with the industry to promote our strengths in this respect, and encourage settlors all over the world to choose Hong Kong as their base for trust administration.', '99.Trade in Intellectual Property (IP) has great development potential. The Secretary for Commerce and Economic Development will continue to lead the relevant working group to devise measures to develop Hong Kong as an IP trading hub in the region. The objectives are to provide more financing and trading channels for enterprises, and promote the development of the creative and technology industries.']"
24,[Small and Medium Enterprises],"[""100.SMEs make up over 90 per cent of local enterprises and employ 1.3 million people, or half of the number of employees in the private sector. Despite the unfavourable global economic climate over the past few years, the number of SMEs and their employees have been increasing. This underscores SMEs' role as the mainstay of our economy and employment market."", '101.The development of SMEs has always been high on my agenda, and I appreciate the different challenges that they face such as surging costs and keen competition. Over the years, Government has rolled out an array of appropriate measures to support their development. Given the uncertain external economic environment, I shall continue to lend support to local SMEs in financing, market expansion, brand building and productivity enhancement through the following seven measures –', '102.We do have a good number of industries with potential for development. I have received many proposals from various organisations as well as Members of this Council on how to promote sectors with development potential, an example being a centre for retail and wholesale fashion businesses at the district level. I am supportive of such proactive and self-initiated efforts of the industry. Government will render appropriate assistance to industries with potential for further development.', '(a)extending the application period for the special concessionary measures under the SME Financing Guarantee Scheme for one year to the end of February2015.From its launch to the end of 2013, over 8000 applications have been approved, benefiting over 5500 enterprises with total loan guarantee of more than $27billion;', '(b)continuing the implementation of the Small Business Policy (SBP) scheme by the Hong Kong Export Credit Insurance Corporation to allow SMEs engaging in export trade more flexibility in taking out insurance cover.The SBP scheme has been well received since its launch in March last year.More than 700 applications have been approved with the value of total insured business amounting to over $1billion.SBP policyholders will continue to enjoy waiver of the annual policy fee and up to 20percent premium discount;', '(c)earmarking $50million to support retailers on a matching fund basis for the use of IT and other technology solutions to increase productivity;', '(d)promoting cloud computing applications among SMEs and providing training to help them adopt appropriate and affordable IT solutions;', ""(e)continuing with the Hong Kong Mortgage Corporation Limited's Microfinance Scheme.Up to the end of 2013, 106 applications have been approved under the scheme, with a total loan amount of over $28million;"", '(f)continuing to make use of the dedicated fund and extend the network of the HKTDC Design Gallery to assist Hong Kong enterprises in developing brands, in upgrading and restructuring, as well as in exploring market opportunities in the Mainland; and', '(g)continuing to identify suitable workspace for individuals and enterprises engaging in creative industries and help promote their work.The ""Comix Home Base"" converted from a pre-war building was open in July last year. The creative industries landmark ""PMQ"", a $500million government project of revitalising the former Police Married Quarters on Hollywood Road, is coming on stream in the first half of this year.']"
25,"[Key to Development, Manpower]","['103.Government attaches great importance to investment in people. In 2014-15, the recurrent expenditure on education will be $67.1 billion, taking up the largest share of recurrent government expenditure, also an increase of nearly 80 per cent over 1997-98.', '104.A general rise in the education level of the workforce helps our market move towards a high value-added model. However, there remain a manpower mismatch and relatively high youth unemployment rate that we need to address. The city cannot afford to let the talent of any of its members go to waste. To ensure that our manpower resources can meet the needs of economic development; we have to specifically strengthen life planning, vocational education and training for the youth.', '105.Shortage of manpower hampers the development of certain industries. Labour shortage in the construction sector, for instance, would affect the delivery of infrastructure projects. Apart from encouraging young people to join these industries, admitting from abroad talent and workers not available in Hong Kong will also help maintain our competitiveness. I hope that employers, employees and the community will work towards solutions to the problems through candid and open discussions.']"
26,[Career Navigation and Training],"['106.The Vocational Training Council (VTC) will launch a pilot training and support scheme to attract new entrants for industries with keen demand for labour. Under the scheme, structured apprenticeship training programmes will be integrated with clear career progression pathways. The 2 000 apprentices joining the scheme will receive an allowance from Government and the industries. Meanwhile, the Education Bureau (EDB) will strengthen support to schools to enrich and strengthen career guidance service and life planning education to enable students to realise their potential.', ""107.In my last Budget, I announced the setting up of the Task Force on Manpower Development of the Retail Industry to study the outlook of the retail industry and its manpower demand and supply. Government has accepted the Task Force's recommendations and will allocate $130 million for their implementation, including the funding support mentioned earlier for retailers to increase productivity. We will also assist the VTC in strengthening its vocational education and training with reference to the Specifications of Competency Standards for the Retail Industry that was newly drawn up under the Qualifications Framework (QF). This includes running retail courses through a professional institution and launching pilot courses combining classroom learning and work placement. We shall work with the industry to enhance the image of the trade. The Labour Department will provide targeted recruitment and employment services as well as organise large-scale and district-based job fairs, all dedicated to the retail industry."", ""108.We shall seek closer collaboration with tertiary institutions and the industry to bring IT education more in line with the needs of the industry. We shall step up publicity about the contribution made by IT to our society and economy to enhance the profession's image. There are many examples of renowned IT talents around the world who started their own businesses at a young age and soon became leading figures in the IT sector. To identify such gifted young people earlier, we plan to incorporate enrichment programmes in secondary schools which are outstanding in IT education. By so doing, we hope to cultivate young IT professionals and even entrepreneurs to meet the development needs of a digital society."", '109.Professionals and skilled personnel in various areas of the financial services industry are of vital importance to the sustained development and expansion of the sector. In this connection, FSTB will consult the industry and conduct an in-depth study on related issues, and submit their recommendations to me.']"
27,[Continuing Education and Training],"['110.Continuing education is crucial to productivity enhancement and economic development. EDB plans to establish an endowment fund of $1 billion to provide a steady source of funding to support the sustainable development of the QF, benefitting employees and employers, education and training providers, assessment agencies and quality assurance bodies. We hope this initiative will encourage continuous learning among practitioners of the sectors concerned.', ""111.In 2014-15, the Employees Retraining Board (ERB) will offer 130 000 training places and services for those aged 15 or above with education attainment at sub-degree level or below. Resources have also been reserved to provide an additional 40 000 places to meet the potential demand from the employment market. The Finance Committee of this Council has approved Government's injection of $15 billion into the ERB as part of our long-term support.""]"
28,[Land Supply],"['112.To address the demand for land in the short, medium and long term, I shall continue to co-ordinate the efforts of the various government departments to increase housing land supply with a view to achieving the target of providing 470 000 residential flats in the coming ten years. We shall seek to increase the supply of commercial land to provide more opportunity for the community and various sectors. I shall allocate an additional funding of over $650 million in the coming five years to the bureaux and departments involved in this work to create 229 posts of different grades to enhance land development efforts.']"
29,[Residential Land Supply],"['113.In this financial year, Government put up for sale 36 residential sites capable of providing about 14 000 private residential units, a record high since 2000-01. Together with other development projects, the total housing land supply from different sources will be capable of providing about 18 000 private residential units, falling short of the original annual average target of 20 000 units, mainly due to slower than expected progress in railway property development projects, projects of the Urban Renewal Authority (URA) and projects subject to lease modification/land exchange. Taking into account the private residential developments which have started or will start on disposed sites, together with other unsold units of completed projects, about 71 000 private residential units are estimated to be available for sale in the next three to four years.', '114.So far we have identified 150 sites for residential use which, if their statutory plans could all be successfully amended, are expected to be made available over the next five years to provide about 210 000 public and private units. The 2014-15 Land Sale Programme will include 34 residential sites capable of providing about 15 500 units in total. Among these sites, 24 are new ones. Taking into account the housing land supply from different sources, we expect that the average annual target of land supply for private housing can be met in the coming financial year. The Secretary for Development will announce tomorrow the Land Sale Programme for the coming year.', '115.Public housing takes up 60 per cent of the new housing target. To achieve the new target on the provision of public rental housing flats and Home Ownership Scheme flats, Government is fully committed to supplying additional sites to the Housing Authority. Apart from adequate supply of land and manpower resources, we have to ensure that there will be sufficient funding for the Housing Authority as well.', '116.The Housing Authority will have an estimated balance of $68 billion at the end of this financial year. The sum can meet the funding requirement of the development programme for the next four years. However, to achieve the new housing production target, the Housing Authority must keep enhancing cost-effectiveness and sustainability of modus operandi in the long run. I hope that it will conclude the assessment next year on additional financial resources needed for the next ten years after consolidating revenue increases and cost savings. This will facilitate its discussions with Government on a feasible long-term financial arrangement.']"
30,[Room for Business Development],"['117.The Land Sale Programme for the coming financial year will include seven sites for commercial/business use and one for ""hotel only"" use, providing a total floor area of about 230 000 square metres and some 1 100 hotel rooms.', '118.To accommodate more economic activities and create more job opportunities, we shall increase land supply for commercial use in different districts through seven measures –', '(a)continuing with the measures to facilitate revitalisation of industrial buildings and expediting the rezoning of industrial sites, to make available more floor area for commercial and other uses.The Planning Department is expected to complete a new round of industrial land review within this year to explore converting some sites no longer required for industrial use into other uses including commercial.The Lands Department has approved lease modification or land exchange applications in the past two years that are capable of providing about 250000 square metres of additional commercial floor area;', '(b)expediting the conversion of suitable Government, Institution or Community (GIC) sites in core business districts for commercial use.The two multi-storey carparks at Murray Road in Central and Rumsey Street in Sheung Wan are estimated to provide Grade A office space of some 76000 square metres.The Middle Road Multi-storey Car Park Building in Tsim Sha Tsui, the Trade and Industry Department Tower in Mong Kok and the former Mong Kok Market will be converted for commercial use, providing about 53000 square metres of commercial floor area.Meanwhile, we are taking forward the plan to relocate the offices in the three government office buildings in Wan Chai.Some of the offices therein will be reprovisioned to the West Kowloon Government Offices, the construction of which is expected to commence next year.Planning is also under way for the construction of the replacement offices in Kai Tak, Tseung Kwan O and Cheung Sha Wan;', '(c)completing the land use and traffic impact study of the government site at Caroline Hill Road as soon as possible for the provision of more commercial floor area in Causeway Bay;', '(d)the planning of the new Central harbourfront as a whole is expected to provide an estimated commercial floor area of about 260000 square metres for office, retail, hotel and exhibition, etc. uses;', '(e)the Kai Tak Development, an important source of future commercial land in Hong Kong, will provide about 1.4million square metres of commercial floor area, including hotel sites, in phases over the three years from 2016-17;', '(f)implementing the relocation and integration of the existing government facilities in the two action areas of Kowloon East on Kwun Tong waterfront and in Kowloon Bay, and kicking start the advance works.This project will provide some 500000 square metres of commercial floor area.Government will identify suitable government sites in those areas to be released in the next financial year, providing over 120000 square metres of commercial floor area; and', '(g)conducting public consultation and a pilot study this year on the development of urban underground space in four strategic districts, namely Causeway Bay, Happy Valley, Admiralty/Wan Chai and Tsim Sha Tsui West.']"
31,[Long-term Development],"['119.From a long-term point of view, when planning for new town extensions and new development areas, we must capitalise on the locational advantages to provide sites for the commercial sector and other industries. This will create employment opportunities and facilitate economic development in the areas. There are seven projects on this front –', '(a)in the development plans including the North East New Territories New Development Areas, Lok Ma Chau Loop, Hung Shui Kiu New Development Area, Tung Chung New Town Development Extension, etc., over 140 hectares have been reserved for commercial use and for the development of various industries.The sites are expected to create over 160000 new jobs, boosting economic activities in these localities;', '(b)$60million has been earmarked for a preliminary feasibility study on the topside and underground space development of the Hong Kong-Zhuhai-Macao Bridge Hong Kong Boundary Crossing Facilities (HKBCF), covering about 130 hectares, for commercial purposes such as shopping, dining, entertainment and hotels as well as on providing the necessary supporting infrastructure;', ""(c)tying in with the planning of the three-runway system and the synergy of the Lantau Development, the airport's North Commercial District development will be expedited to maximise the benefits;"", '(d)the HKBCF will connect with Tuen Mun Areas 40 and 46 via the Tuen Mun-Chek Lap Kok Link.Relevant planning and engineering studies have commenced, covering a total planning area of over 50 hectares;', '(e)in the Preliminary Feasibility Study on Developing the New Territories North, which covers 5300 hectares, the potential for economic development and employment creation in the areas around the boundary crossings at Lok Ma Chau, Man Kam To and Liantang/Heung Yuen Wai will be explored;', '(f)the study on the East Lantau Metropolis will commence as soon as possible.Consideration is being given to the proposal for building an artificial island in central waters between Hong Kong Island and Lantau Island, to develop a new core commercial district.The new metropolis, to be well fitted with transport and infrastructure facilities, could accommodate a population of several hundred thousand and provide many employment opportunities; and', '(g)preparing for the study on reclamation on an appropriate scale at Sunny Bay, and commencing preliminary feasibility studies progressively on other near-shore reclamation sites for the development of various industries and building up of a long-term land reserve']"
32,[An Ageing Population],"['120.Hong Kong people enjoy a life expectancy which is among the longest in the world ― 81 years for men and 86 years for women. The population aged 65 or above will surge from 980 000 at present, or 14 per cent of the total population, to 2 560 000 by 2041, or 30 per cent of the total population. Of these, about 960 000 will be aged 80 or over.']"
33,[Elderly Services],"['121.Recurrent expenditure on elderly services has increased more than 40 per cent from $3.8 billion to $5.4 billion over the past five years. From 2014-15, we shall increase annual expenditure in this area with an additional funding of more than $660 million to implement and enhance the following four areas of elderly services and facilities. This covers –', '122.We have tasked the Elderly Commission to prepare an Elderly Services Programme Plan within two years. The Commission will also explore the feasibility of introducing residential care service vouchers for the elderly. About $800 million has been earmarked to issue a total of 3 000 residential care services vouchers in phases within three years from 2015-16. Government will inject $10 billion into the Lotteries Fund to implement the Special Scheme on Privately Owned Sites for Welfare Uses to provide additional places for elderly and rehabilitation services.', '(a)some $170million for providing 1500 additional places for the Enhanced Home and Community Care Services, and widening the scope of home care services for these additional places and the existing 5600 places to strengthen our support for frail elderly persons living at home;', '(b)some $160million for upgrading 51 social centres for the elderly to neighbourhood elderly centres, and enabling all subvented elderly centres to increase their manpower as well as programme expenses.The purposes are to enhance the support for elderly people as well as processing care needs assessment and service applications for long-term care services;', '(c)some $200million for raising the subsidies for places under the Enhanced Bought Place Scheme (EBPS) and the Nursing Home Place Purchase Scheme, upgrading subvented nursing home places to provide continuum of care, and enhancing the service of the three new contract homes.These aim to enhance care and support for the elderly; and', '(d)$120million for providing some 950 new subsidised residential care places for the elderly through the commencement of new contract homes, the purchase of additional places under EBPS, and as a pilot, the purchase of residential care places from elderly homes run by Hong Kong non-governmental organisations in the Mainland.']"
