No.,Year,Title,Content
33,2016,Introduction,"['Mr President,', 'I move that the Appropriation Bill 2016 be read a second time.', 'Introduction', '2.This is my ninth year as Financial Secretary. Over the past years, the people of Hong Kong and I together have witnessed the incessant ups and downs in the global economy. I feel blessed that Hong Kong has managed to ride out the storms. We have secured decent economic growth. We have maintained low unemployment and we have managed healthy public finances. I am deeply indebted to the previous generations for the solid foundations that they have built. I am profoundly impressed too by the tenacity of the Hong Kong people.', '3.Openness, diversity, freedom and the rule of law, which have all along been the core values of the people of Hong Kong, have guided our way. Even though the development path of Hong Kong has not been an easy one, our direction is clear and, step by step, we have been charting our course, a course that we call our own. I think we, the Hong Kong people, are proud of our ability to persevere through these turbulent years.', '4.It is only two months since the start of 2016, but the occurrence of incidents in Hong Kong has given rise to grave concerns.', '5.Two weeks ago, in the early hours of the second day of the Lunar New Year, a serious unlawful incident broke out in Mong Kok. A handful of people lost their rationality and attacked the police officers and reporters that were present, provoking a large-scale riot and causing dozens of injuries.', '6.I believe many people share my feelings towards the incident. Distressed and angry, I was perplexed as to why violence had flared in Hong Kong. I was shocked that our city could have turned overnight into such a strange and alien place that I hardly recognised. I was troubled why the core values that we long cherished had been devoured by violence and hatred.', ""7.Acute social conflicts will add uncertainties to the already adverse economic environment. 2016 is an election year. Apart from the Legislative Council (LegCo) By-election to be held four days from today, a LegCo General Election is scheduled to be held in six months' time. We anticipate that political disputes will only intensify over the coming months."", '8.Politics and economics are closely intertwined. Political volatility will unavoidably impact on our economy.', ""9.It is the duty of Government to take on challenges in our society. As Financial Secretary, it is my duty to mobilise resources effectively to maintain Hong Kong's economic development and fiscal health; to support local enterprises, in particular the small and medium enterprises (SMEs), to cope with economic volatilities; and to safeguard the jobs of workers."", ""10.Government should also continue to fortify the economic foundation of Hong Kong, promote diversity, and channel public resources towards improving people's livelihood and supporting the disadvantaged. All sectors should have a fair chance in sharing the fruits of our economic success, and everyone in Hong Kong, regardless of age, gender and race, should be able to unleash their potential and lead a better life through hard work.""]"
34,2016,Economic Performance in 2015,"['Economic Performance in 2015', '11.Export performance of the Asian region was hit by the global economic setback and highly volatile financial markets in 2015. Our exports of goods recorded the first annual decline since 2009, down by 1.7 per cent in real terms. Exports of services dropped by 0.6 per cent, the first annual decrease since 1998. Inbound tourism was weak and visitor arrivals dropped by eight per cent in the fourth quarter, down by 2.5 per cent for the whole year. Retail sales slackened, recording the first annual decrease since 2009.', ""12.Domestic demand was the key driving force of economic growth last year. Although the investment atmosphere turned more cautious, local consumption as well as expenditures on infrastructure and private construction projects remained resilient. These, together with the stimulus effect of the relief measures introduced in last year's Budget, led to an overall economic growth of 2.4 per cent. This is the fourth consecutive year that our economic growth was lower than the annual average of 3.4 per cent over the past ten years. The economy saw significant downward pressure in the latter half of the year, further slowing down to a 1.9 per cent growth in the fourth quarter."", '13.The unemployment rate averaged at a low level of 3.3 per cent for the year as a whole. Wages and income improved generally. Employment earnings for the lowest three income decile groups of full-time employees rose by five to six per cent as compared with the year before. But the recent decline in labour demand in the sectors related to inbound tourism is giving us cause for concern.', ""14.Given the slowdown of the local economy and the mild imported inflation, inflation has dropped for four consecutive years. The headline inflation rate in 2015 was three per cent. Netting out the effects of Government's one-off measures, the underlying inflation rate, at 2.5 per cent, was down by one percentage point from 2014.""]"
35,2016,Economic Outlook for 2016,"['Economic Outlook for 2016', '15.Since the start of 2016, the global economic climate has continued to be unsteady, marked by increasing risks, amid the modest and patchy economic growth of advanced economies, downward pressures on emerging markets and heightened geopolitical tension.', '16.The US Federal Reserve Board started an interest rate increase last year, but the central banks of the Eurozone and Japan have maintained their quantitative easing policies and adopted negative interest rate measures. The divergent monetary policies are causing volatility in the international financial markets and capital flows.', ""17.Emerging economies will be under the dual pressure of falling commodity prices and suppressed financial markets. The Mainland's economy will also face downward pressure."", ""18.As for Hong Kong, local consumption and investor sentiment have been dented by concerns over the uncertainties associated with the US interest rate increases and the dimmer global economic outlook, the lull in external trade and the slowdown in inbound tourism. The pressure may spill over into the job market and business operation of enterprises. The value of total exports of goods and the number of visitor arrivals in Hong Kong have both recorded a year-on-year decline since mid-2015, and the fall is likely to be more severe in 2016. I forecast Gross Domestic Product (GDP) growth in real terms at one to two per cent in 2016, lower than last year's growth."", '19.Given the subdued global commodity prices, imported inflation is expected to be relatively mild. Slower economic growth and the adjustment in the property market will reduce rental pressure. I forecast that the headline inflation rate for 2016 will be 2.3 per cent, with the underlying inflation rate at two per cent.']"
36,2016,Support Measures,"['Support Measures', '20.The local economy is laden with risks in the year ahead; the outlook is far from promising. We need to take timely and appropriate measures to stimulate the economy, support local enterprises and safeguard employment.']"
37,2016,Helping Small and Medium Enterprises,"['Helping Small and Medium Enterprises', '21.There are 320 000 SMEs in Hong Kong, employing 50 per cent of the private sector workforce. This underscores the role of SMEs as the mainstay of our economy. To gear up for the adversities ahead, I shall provide SMEs with appropriate support measures to stabilise the employment market.', '22.To help SMEs tide over their liquidity needs, I shall introduce three measures –', '23.To ease the burden on enterprises, I shall reduce profits tax for 2015-16 by 75 per cent, subject to a ceiling of $20,000. This proposal will benefit 130 000 taxpayers and reduce government revenue by $1.9 billion.', '24.I shall waive the business registration fees for 2016-17 to benefit 1.3 million business operators. This proposal will reduce government revenue by $2.5 billion.', '25.To enhance the long-term competitiveness of SMEs, I shall launch a Pilot Technology Voucher Programme under the Innovation and Technology Fund (ITF) to subsidise their use of technological services and solutions to improve productivity and upgrade or transform business processes. The three-year pilot programme will provide, on a matching basis, a maximum subsidy of $200,000 for each eligible SME. The estimated expenditure of this programme is $500 million.', '(a)extend the application period for the ""special concessionary measures"" under the ""SME Financing Guarantee Scheme"" to 28 February 2017;(b)reduce the annual guarantee fee rate for the measures by ten per cent; and(c)remove the minimum guarantee fee for the measures.']"
38,2016,Supporting Tourism,"['Supporting Tourism', '26.Tourism contributes five per cent to our GDP and employs 270 000 people. It provides plenty of job opportunities. For some ten years, tourism and other related industries have experienced rapid growth through the support of the Mainland\'s Individual Visit Scheme and its related policies. The number of inbound visitors has increased to 60 million, four times that of 2003. The local tourism industry is facing keen competition as a result of a weakening external economy, devaluation of currencies of neighbouring places and their relaxation of visa requirements for Mainland tourists since last year. This, coupled with the ""one trip per week"" measure for Shenzhen residents, has caused a drop in visitor arrivals.', '27.Apart from external factors, some recent incidents in Hong Kong are causing concern. These include a handful of people choosing to express their views and political demands using irrational and uncivilised tactics, such as hurling abuses at visitors and kicking their suitcases. Furthermore, problems arising from coerced shopping have been plaguing the tourism sector.', '28.These destructive acts have not only damaged the economy, but have also severely tarnished Hong Kong\'s reputation as a hospitality city internationally. While some have claimed that the acts were committed out of concern for ""local"" interests, their actions are in fact not the kind of behaviour that reflects love for Hong Kong. If they truly care about the development of Hong Kong, they should by no means exercise their right to freedom of expression at the expense of peace in our society and livelihood of innocent citizens.', '29.The tourism industry has entered a period of consolidation. In view of the changing mix and spending pattern of visitors, we need to review the development strategy of our tourism industry. Other than seeking growth in visitor numbers, we should move towards diversified and quality-driven high value-added services, with a view to attracting more high-spending overnight visitors to Hong Kong.', ""30.In light of this new situation, I shall launch short, medium and long-term measures to reduce the industry's costs of operation and enhance Hong Kong's attractiveness and competitiveness. I shall introduce three short-term measures, costing a total of $140 million, for related trades and industries –"", '31.In the medium term, I shall allocate $240 million for Government and the industry to jointly launch five measures –', ""32.In the long run, we shall upgrade our tourism infrastructure. Hong Kong Disneyland will open in 2016 and 2017 respectively a new themed area based on Marvel's Iron Man franchise and a new hotel with a theme dedicated to the spirit of exploration. Government will continue to discuss with the Walt Disney Company the overall development of the theme park. The first hotel in Ocean Park and the Water World in Tai Shue Wan are also scheduled for completion in 2017 and 2018 respectively. Government will continue preparatory work for the tourism projects in Kai Tak and Lantau. The design work for the conference facilities above the proposed Exhibition Station of the Shatin to Central Link is underway."", '33.We shall embark on a pilot scheme on food trucks this year. The concept has attracted wide interest from the community. I shall increase the number of designated spaces for the food trucks to 16. The initiative will enhance the appeal of our tourist attractions and enrich the local food culture.', '(a)waive the licence fees for 1 800 travel agents for one year;(b)waive the licence fees for 2 000 hotels and guesthouses for one year; and(c)waive the licence fees for restaurants and hawkers and fees for restricted food permits for one year, benefiting 27 000 restaurants and operators.', '(a)expand the scale of major events to be held this year, including holding the Formula E Championship for the first time, expanding the venue for the Hong Kong Wine and Dine Festival with more featured themes, extending the race of the Hong Kong Cyclothon to 50 kilometres to attract more overseas cyclists, staging additional Pulse 3D Light Shows at the Hong Kong Cultural Centre, and stepping up publicity for international sports events such as the Rugby Sevens, the tennis open tournament and the golf open tournament;(b)through the Hong Kong Tourism Board (HKTB), re-package Hong Kong\'s tourism image with new promotional videos, launch a new round of publicity for short-haul markets, and step up publicity in the Mainland for quality and honest tours;(c)through the HKTB, assist the industry to open up new visitor sources through various means, including implementation of the matching fund for promoting tourist attractions, promotion of shopping and spending, promotion of MICE (Meetings, Incentive Travels, Conventions and Exhibitions) tourism and ""fly-cruise"" tours, as well as waiving of local traders\' participation fees for overseas promotion fairs;', '(d)through the Travel Industry Council of Hong Kong, subsidise small and medium-sized travel agents, on a matching basis, to make use of information technology (IT) so as to enhance the competitiveness of the industry; and(e)continue to promote Hong Kong\'s natural scenery as well as our unique history and culture, including enriching the contents of the Dr Sun Yat-sen Historical Trail with the theme of ""Art across Time"", in tune with PMQ and the former Central Police Station Compound which will open this year.']"
39,2016,Easing Financial Pressure,"['Easing Financial Pressure', ""34.Local consumption has been a key driver for Hong Kong's economic growth in recent years. Easing the burden of citizens will have a stimulus effect. Taking into account the current macro environment, Government's fiscal capacity and the need to boost the economy in the short term, I shall introduce three relief measures –"", ""35.As regards recurrent measures, I shall adjust two categories of allowances under salaries tax and personal assessment from 2016-17. First, the basic allowance and the single parent allowance will be raised from $120,000 to $132,000 and the married person's allowance from $240,000 to $264,000. These proposals will benefit 1.93 million taxpayers and reduce tax revenue by $2.9 billion a year."", '36.Second, I shall increase the allowances for maintaining a dependent parent or grandparent. Benefiting 600 000 taxpayers and reducing tax revenue by $860 million a year, the adjustments include –', '37.This set of tax and short-term relief measures will cost $38.8 billion in total. Together with other spending initiatives in the Budget, they will have a fiscal stimulus effect of boosting GDP for 2016 by 1.1 per cent. ', '38.I have to emphasise that relief measures are different from recurrent expenditure. Relief measures aim to help citizens cope with the current financial pressure and serve as a counter-cyclical measure to preserve economic stability and safeguard employment. These are subject to adjustments in light of the economic and financial position of the year. Recurrent expenditure is deployed for new policies, new services or enhancement of existing services.', '(a)reduce salaries tax and tax under personal assessment for 2015-16 by 75 per cent, subject to a ceiling of $20,000. This proposal will benefit 1.96 million taxpayers and reduce government revenue by $17 billion;(b)waive rates for four quarters of 2016-17, subject to a ceiling of $1,000 per quarter for each rateable property. This will benefit 3.17 million properties and reduce government revenue by $11 billion; and(c)provide an extra allowance to social security recipients, equal to one month of the standard rate Comprehensive Social Security Assistance payments, Old Age Allowance, Old Age Living Allowance or Disability Allowance. This will involve an additional expenditure of $2.8 billion.', '(a)increasing the allowance for maintaining a dependent parent or grandparent aged 60 or above from $40,000 to $46,000. The same increase applies to the additional allowance for taxpayers residing with these parents or grandparents continuously throughout the year;(b)increasing the allowance for maintaining a dependent parent or grandparent aged between 55 and 59 from $20,000 to $23,000. The same increase applies to the additional allowance for taxpayers residing with these parents or grandparents continuously throughout the year; and(c)raising the deduction ceiling for elderly residential care expenses from $80,000 to $92,000 for taxpayers whose parents or grandparents are admitted to residential care homes.']"
40,2016,New Economic Order,"['New Economic Order', '39.Since the 2008 financial tsunami, the global economy has undergone sweeping changes. With the global economic gravity shifting towards the East, emerging markets are playing a much more important and influential role. Breakthroughs in IT development have also brought about paradigm shifts in different economic and social spheres, changing our daily lives and business modalities.', '40.These two new forces have changed the global economic landscape, gradually shaping a ""new economic order"" globally, offering new directions and providing room for developments for both traditional and emerging industries. They have also lowered the threshold for start-ups and created a more open market ecosystem. These ground-breaking paradigm shifts have disrupted the conventional modalities, and unavoidably impacted on existing market players.', ""41.We should not shy away from challenges in today's ever-changing world. Instead, we should rise to the challenges by taking a longer perspective and keeping an open mind. We should weigh the impact of these changes on the society and solve problems with an innovative mindset. Government will uphold the long-held principles of technology-neutrality and protection of consumer rights in promoting the application of technology, ensuring the healthy development of the market with appropriate regulatory control."", '42.Over the years, Hong Kong has sustained its competitive edge because our trade network is highly internationalised, our market is transparent and open, and our society is clean and law-abiding. Under the ""new economic order"", we must act swiftly, get prepared, identify development opportunities and position Hong Kong as a key player in the competition. Building on our strengths, together with Hong Kong people\'s flexibility, resourcefulness and market acumen, we shall, as always, be able to stand out in the face of stiff global competition.']"
41,2016,Nurturing Innovation,"['Nurturing Innovation', '43.The application of many epoch-making innovative technologies such as cloud computing, big data, robotics, artificial intelligence and biotechnology is growing fast, bringing us many revolutionary business models and services. More trading is being done virtually, and is no longer constrained by geographical boundaries. The highly-efficient global supply chains have connected markets in every corner of the world and presented different industries with a wider range of possibilities.']"
42,2016,Application of Research and DevelopmentResults,"['Application of Research and DevelopmentResults', ""44.Hong Kong has world-class IT facilities, research and development (R&D) institutes and personnel, financing platforms, and above all a well-developed system to safeguard intellectual property (IP) rights. The neighbouring Pearl River Delta Region, and Shenzhen in particular, has developed into a manufacturing hub of advanced technology products in recent years. The immense synergy effects so generated will provide powerful support for Hong Kong's internationalised corporations in material application, prototyping and production."", ""45.Having regard to Hong Kong's practical circumstances, comparative advantages and the direction of our urban development, we can widely apply and commercialise R&D results in the three areas of robotics, healthy ageing and smart city to boost economic development and enhance the quality of life."", '46.With an ageing population and a shrinking work force, the application of smart production technologies, in particular robotics, is vital. Robotics can enhance production efficiency and quality. The manpower spared can be devoted to high value-added processes to increase the value of output.', '47.The Hong Kong Science and Technology Parks Corporation (HKSTPC) is considering promoting smart production and research at the Tseung Kwan O Industrial Estate. Advanced manufacturing industries using robotics and IT will be brought together to drive the development of the entire value chain, covering product R&D, design, production, testing, as well as marketing and branding. It is estimated that this project will cost $8.2 billion and will be completed in 2021-22.', ""48.The use of intelligent home care equipment, Internet of Things and medical rehabilitation devices helps improve the elderly's quality of life, alleviate burden on the healthcare system and promote healthy ageing, thereby enabling the elderly to lead an enjoyable life in the community. Many innovative technologies such as electronic wheelchair, medical image scanning system and medical equipment for stroke rehabilitation developed by local manufacturers and supported by the Science Park have come on stream. Biotechnology, healthcare and medicine will remain the key R&D focuses of the Science Park. Government has earmarked $500 million to set up an Innovation and Technology Fund for Better Living to encourage different sectors to apply innovation and technology to improve the quality of living."", '49.In respect of the development of smart city, a locally-developed optical sensing system, which has won numerous international awards, has been in use in many countries and regions to monitor the conditions of tracks, cables and ducts to guard against system irregularities, and reduce the maintenance and operating costs of infrastructural facilities. Government will implement the Water Intelligent Network project in phases by installing sensors in water supply networks to continuously monitor their conditions and reduce the risks of water main bursts and leakages, thereby ensuring the efficient use of freshwater resources.', ""50.A new desalination plant using the latest reverse osmosis technology will be constructed at Tseung Kwan O. The design work for the first stage of the plant commenced at the end of 2015. The output of the plant, with a water production capacity of 130 000 cubic metres per day, which can be further expanded to 270 000 cubic metres per day, will account for five to ten per cent of Hong Kong's total freshwater consumption."", '51.Since last year, Government has released 5 000 datasets in digital formats free of charge through the Public Sector Information portal data.gov.hk. This is to facilitate the industry to develop more mobile applications. To foster IT application and development, we shall refine the existing geographic information systems and explore ways to align and integrate the spatial data in Hong Kong, including the location and relevant information of facilities that are above, on and under ground level.', '52.I shall allocate an additional $200 million to install traffic detectors along some strategic routes to provide the public with more real-time traffic information and enhance transport efficiency.', '53.Government is committed to promoting the use of electric vehicles. We are actively installing more and better charging facilities and promoting the use of electric vehicles in the public transport sector. With the growing popularity of electric vehicles, there will be more retired batteries which can still be reused for energy storage. We shall organise an international competition this year to encourage the sector to explore ways to make good use of retired batteries.', ""54.According to the Global Information Technology Report 2015 published by the World Economic Forum, Hong Kong's mobile network coverage ranks first in the world. Hong Kong is also among the world leaders in terms of the speed of broadband services and the number of Wi-Fi hotspots. Government has earmarked $500 million to further increase the number of Wi-Fi.HK hotspots to over 30 000, bringing greater convenience to our citizens and tourists."", '55.Government will introduce and enhance various funding schemes to encourage more private enterprises to invest in R&D and applied technology, and to translate outstanding local R&D achievement into products and services with commercial value. Other than injecting a sum of $5 billion into the ITF as intended, we shall introduce five measures –', '(a)inject $2 billion to launch a Midstream Research Programme for Universities to provide funding support for universities to carry out more midstream and applied research projects in key technology areas;(b)increase the level of cash rebate under the R&D Cash Rebate Scheme to 40 per cent to encourage private enterprises, SMEs in particular, to put more resources into R&D works;(c)extend the Public Sector Trial Scheme to cover the incubatees of the Cyberport and the Science Park for funding their production of prototypes or samples and conduct trials of their R&D results in the public sector, with a view to facilitating commercialisation of R&D results;(d)extend the scheme that provides funding support for the technology transfer work of six universities by three years to 2018-19; and(e)continue with the Technology Start-up Support Scheme for Universities to assist technology start-ups established by university teams in commercialising research results.']"
43,2016,Fintech,"['Fintech', '56.Taking advantage of technologies such as mobile communications technology and artificial intelligence, financial technologies (Fintech) offer consumers novel experiences in managing their finances and provide financial institutions with tools to improve their operational efficiency. Provision of financial services is no longer confined to traditional financial institutions such as banks and insurance companies. By leveraging the Internet and mobile technologies, telecommunication companies, e-commerce enterprises and start-ups are now able to provide financial services to individuals and enterprises.', '57.Fintech can be applied to a wide range of areas such as electronic payments, robo-advisors, distribution of financial products, big data analytics, cyber security, equity crowdfunding and peer-to-peer (P2P) lending. Some studies predicted that global investments in Fintech will surge from US$12 billion in 2014 to over US$46 billion in 2020.', ""58.The Steering Group on Financial Technologies which I set up last year has examined the direction for Hong Kong's Fintech development jointly with the industry, R&D institutions and relevant regulatory authorities. It has recommended a number of measures for creating a conducive environment and encouraging financial institutions and professionals from around the world to drive the development and application of Fintech in Hong Kong. We shall actively follow up."", '59.In recent years, a number of international financial institutions and professional services firms, including Accenture, the Commonwealth Bank of Australia, KPMG, Nest and Tuspark, have chosen to establish laboratories and incubation programmes in Hong Kong. This underlines our edge in developing Fintech. Government will set up a dedicated team under the Invest Hong Kong (InvestHK) to organise international events and facilitate start-ups, investors and R&D institutions to establish their presence in Hong Kong.', '60.The Enterprise Support Scheme under ITF will provide financial support to Fintech start-ups and financial institutions. The Cyberport will set aside a dedicated space of 3 000 square metres in its co-working space Smart-Space, and roll out a designated programme to provide support to 150 Fintech start-ups over the next five years. In addition, it will arrange for 300 university students to join Fintech training camps in overseas universities to gain more in-depth understanding of the career prospects in the sector.', ""61.The Hong Kong Monetary Authority (HKMA), the Securities and Futures Commission (SFC) and the Office of the Commissioner of Insurance will set up Fintech dedicated platforms to liaise with the industry to ensure that the market will balance between market demand and investors' understanding and tolerance of risk when introducing innovative financial products and services."", '62.Consumer protection is an important consideration in Fintech development. The Payment Systems and Stored Value Facilities Ordinance, which came into effect last year, has enhanced consumer protection. HKMA is working with the Hong Kong Applied Science and Technology Research Institute, the Hong Kong Institute of Bankers and the Hong Kong Association of Banks to set up a cyber security programme, including the establishment of a cyber intelligence-sharing platform, and the conduct of risk assessment and professional certification.', '63.Government will encourage the industry and relevant organisations to explore the application of ""Blockchain"" technology in the financial services industry, with a view to developing its potential to reduce suspicious transactions and bring down transaction costs. The Cyberport will provide training to the industry through its incubation programme to promote relevant technologies for developing more services and products.']"
44,2016,Start-ups,"['Start-ups', '64.Hong Kong is one of the most popular start-up hubs in the world. Last year, I introduced a series of measures to improve the ecosystem for start-ups to enable local industries to further diversify. According to InvestHK, there are now 1 600 local start-ups, representing an increase of 50 per cent over 2014.', '65.Entrepreneurship is not exclusive to the young. Older people with societal experience and professional expertise can join the ranks of entrepreneurs to bring forth new possibilities by applying creativity and technology.', '66.I shall continue to offer comprehensive support to start-ups in various areas such as business incubation, financing, business expansion and office space. The new measures include the following –', '(a)Government will set up a $2 billion Innovation and Technology Venture Fund to co-invest with private venture capital funds on a matching basis in local technology start-ups;(b)the Science Park will expand in stages to provide additional floor area of 70 000 square metres for start-ups and other technology companies by 2020, with the project estimate amounting to $4.4 billion to be borne jointly by Government and HKSTPC; and(c)the Cyberport will earmark $200 million to invest in its start-ups. HKSTPC will continue to support start-ups through its Corporate Venture Fund and incubation programmes.']"
45,2016,Creative Industries,"['Creative Industries', ""67.Hong Kong's creative industries are well-established, blessed with immense development potential and a wealth of talents. Government will continue to support their healthy growth in line with market principles."", '68.The CreateSmart Initiative (CSI) was set up in 2009 to assist the trade in organising projects for the development of creative industries. Government will inject $400 million into CSI this year, with priority given to supporting start-ups and nurturing talents.']"
46,2016,Fashion and Design,"['Fashion and Design', '69.I announced last year that $500 million would be allocated to further the development of the fashion industry. I shall implement the three proposals made by the Advisory Group on Implementation of Fashion Initiatives, including –', '70.I shall launch the third phase of the Design Incubation Programme in the coming financial year to help design start-ups build their business networks, publicise their products and conduct market promotions. The overall admission quota will be increased to 90 design start-ups.', '71.I shall also subsidise through CSI designers of ten emerging local fashion brands to participate in the Paris Fashion Week, while the Hong Kong Trade Development Council (HKTDC) will organise fashion shows for Hong Kong designers in the New York Fashion Week, to showcase their brands, raise their profiles and attract overseas buyers. We shall launch a series of activities in the latter half of this year. Among them are the first CENTRESTAGE, an annual international fashion trade fair hosted by HKTDC, and fashion shows and forums organised for Hong Kong and Asian brands during the Business of Design Week.', '(a)strengthening the promotion of local fashion designers and emerging fashion brands in Hong Kong and overseas;(b)establishing an incubation programme for fashion designers, drawing on the experience of other fashion capitals like London, New York and Seoul; and(c)setting up a resource centre to provide technical training and support for young designers.']"
47,2016,Film Industry,"['Film Industry', '72.Last year, I injected $200 million into the Film Development Fund (FDF) and implemented a series of measures to promote local filmmaking and encourage young people aspiring to a film career to join the industry. The First Feature Film Initiative (FFFI) was relaunched last year to provide funding to budding directors. The award winners of the first FFFI have completed their works, and I look forward to the screening of these three films. As for the two pieces of winning work of the second FFFI, their production is under preparation.', '73.Locally-produced Cantonese films, a key component of the local culture, have all along been well-received by audiences in the Mainland and Southeast Asia. Cantonese is a common dialect shared by Guangdong and Hong Kong. The Guangdong Province has a population of over 100 million with box office receipts exceeding four billion Renminbi (RMB) in 2014, offering an extensive market for our locally-produced Cantonese films. I shall inject an additional $20 million into the FDF to subsidise the expenses incurred by locally-produced Cantonese films for distribution and publicity conducted in the Mainland. The funding is proposed to be increased from the current $250,000 to $500,000 per film. This will assist the film industry in leveraging the enhanced measures under CEPA to promote Cantonese films to the Mainland. The Hong Kong Film Development Council will announce the details in due course.']"
48,2016,Arts and Sports,"['Arts and Sports', ""74.To build a supportive atmosphere for arts and culture in the community and promote the development of local professional arts, the Art Development Matching Grants Pilot Scheme, funded in last year's Budget, will be launched this year. The pilot scheme will help the more established arts groups and organisations enhance their ability in raising private donations and sponsorships through matching grants, thereby widening their funding sources and promoting a culture of donation."", '75.Government established the $7 billion Elite Athletes Development Fund in 2012 to provide financial resources for the Hong Kong Sports Institute and offer greater support to athletes, and at the same time identify and nurture young athletes with potential. Since the establishment of the fund, the number of full-time athletes has increased by 60 per cent. The outstanding performance of Hong Kong athletes in international competitions in recent years is well-recognised and can foster the development of sports and attract more international competitions to take place in Hong Kong. Hosting international events not only provides more opportunities for athletes to demonstrate their strengths, but also brings economic benefits, enhances our international profile and develops the potential of the sports industry.']"
49,2016,Finding New Markets,"['Finding New Markets', '76.Under the ""new economic order"", emerging markets are of growing importance in the global economy. In view of this trend, we need to expand our trading ties with the rest of the world and develop more markets for Hong Kong enterprises.', ""77.The Proposal on Formulating the National 13th Five-Year Plan promulgated by the Central Authorities in November last year suggested that the Mainland would step up efforts to further open up its markets to Hong Kong and Macao. Moreover, it expressed support for Hong Kong to continue to consolidate our competitive industries, to participate in our nation's two-way opening up and the Belt and Road Initiative, and to strengthen our status as the global offshore RMB business hub."", '78.Hong Kong enjoys unique advantages under ""one country, two systems"". We have not only a free and open market, but also efficient and transparent regulatory regimes well aligned with international standards. We are well placed to endure any threat that comes with the volatilities in external markets.', '79.Looking ahead, we should further leverage these advantages and provide appropriate support for our nation in the deepening of reforms, development of the economy in the process of opening up.']"
50,2016,Belt and Road Initiative,"['Belt and Road Initiative', '80.Our nation is taking forward the Belt and Road Initiative, a strategy for long-term development. The outcomes will not emerge overnight. Yet, what is certain is that the emerging markets along the routes are likely to become the new impetus for the future development of Hong Kong. Government will continue the promotion efforts to deepen the understanding of the business sector and the community of these new markets.', '81.HKTDC has launched a series of measures, including the creation of websites, to provide information on relevant business environment to assist the sector in their business expansion. In addition, Government and HKTDC will jointly organise the inaugural Belt and Road Summit in May this year. We shall invite key officials from the markets along the routes, representatives of international organisations and business sectors as well as experts in related trades to engage in in-depth exploration of co-operation opportunities and the unique role that Hong Kong can play.', '82.I led the first Belt and Road Initiative business mission of the Hong Kong Special Administrative Region Government to visit Hungary, Poland and Germany last September. I plan to lead another business mission to Central Asia this year. The visit will enable participants from the business sectors to gain first-hand knowledge about the development potential and business opportunities in the region.', '83.Financial services will be in growing demand in emerging markets. Hong Kong is well-equipped to serve as a platform for financing and fund management for these markets. I have asked HKMA to establish an office to facilitate the financing of infrastructure projects and provide a platform for pooling the efforts of investors, banks and the financial sector to offer comprehensive financial services for various infrastructure projects.', ""84.The Asian Infrastructure Investment Bank (AIIB) was officially launched last month. We shall continue our active discussion with AIIB and the Central Government on Hong Kong's participation in AIIB as a non-sovereign territory. We shall also continue to support the work of AIIB, and seek to leverage our expertise to service AIIB in capital markets financing, asset management and dispute resolution."", '85.The success of the two sukuk issuances by Government in the past two years has demonstrated the ability of our financial market to support the launch of Islamic financial products and meet their financing needs. We shall seize the opportunity to issue the third sukuk in a timely manner.']"
51,2016,"Commerce and Logistics, Trade Agreements","['Commerce and Logistics', 'Trade Agreements', '86.Government will strive to pursue trade and investment agreements to expand our commercial and trading networks, creating more favourable conditions for Hong Kong enterprises to access the Mainland and overseas markets. We have conducted five rounds of free trade agreement (FTA) negotiations with the Association of Southeast Asian Nations (ASEAN). We hope that the negotiations will be concluded this year. We shall also actively seek to participate in the FTAs that have been or will be concluded between the Mainland and other places.', ""87.Last November, the Mainland and Hong Kong signed an Agreement on Trade in Services under the framework of CEPA. The agreement has basically achieved the full liberalisation of trade in services between the two places, facilitating our services industry's access to the Mainland market. We shall also seek to conclude discussions on a closer economic partnership arrangement with Macao this year.""]"
